Navio: Suezmax T172
Cenário: Forte
Manobra: Entrada PGL3B Atrac. BB
Corrente: N 0.8nó 
Vento: SE 20nós 
Onda: 1.7m 10s SE 

zz vx vy vzz rudder_demanded propeller_demanded distance_midline distance_target
-159.97 3.85 -0.26 -0.0 -0.0 0 -0.27 4166.881
-159.97 3.85 -0.26 -0.0 -0.0 0 -0.29 4166.496
-159.97 3.85 -0.26 -0.0 -0.0 0 -0.31 4166.11
-159.97 3.85 -0.26 -0.0 -0.0 0 -0.329 4165.724
-159.97 3.85 -0.26 -0.0 -0.0 0 -0.34 4165.341
-159.97 3.85 -0.26 -0.0 -0.0 0 -0.359 4164.955
-159.97 3.85 -0.26 -0.0 -0.0 0 -0.379 4164.569
-159.97 3.85 -0.26 -0.0 -0.0 0 -0.399 4164.183
-159.97 3.85 -0.26 -0.0 -0.0 0 -0.409 4163.8
-159.97 3.85 -0.26 -0.0 -0.0 0 -0.429 4163.414
-159.97 3.85 -0.26 -0.0 -0.0 0 -0.448 4163.028
-159.97 3.85 -0.26 -0.0 -0.0 0 -0.466 4162.633
-159.97 3.85 -0.26 -0.0 -0.0 0 -0.476 4162.249
-159.97 3.85 -0.26 -0.0 -0.0 0 -0.496 4161.864
-159.97 3.85 -0.26 -0.0 -0.0 0 -0.515 4161.478
-159.97 3.85 -0.26 -0.0 -0.0 0 -0.535 4161.092
-159.97 3.85 -0.26 -0.0 -0.0 0 -0.545 4160.709
-159.97 3.85 -0.26 -0.0 -0.0 0 -0.565 4160.323
-159.97 3.85 -0.26 -0.0 -0.0 0 -0.585 4159.937
-159.97 3.85 -0.26 -0.0 -0.0 -1 -0.604 4159.551
-159.97 3.85 -0.26 -0.0 -0.0 -1 -0.614 4159.168
-159.97 3.85 -0.26 -0.0 -0.0 -1 -0.634 4158.782
-159.97 3.85 -0.26 -0.0 -0.0 -1 -0.654 4158.396
-159.98 3.85 -0.26 -0.0 -0.0 -1 -0.674 4158.01
-159.98 3.85 -0.26 -0.0 -0.0 -1 -0.684 4157.627
-159.98 3.85 -0.26 -0.0 -0.0 -1 -0.704 4157.241
-159.98 3.85 -0.26 -0.0 -0.0 -1 -0.721 4156.846
-159.98 3.85 -0.26 -0.0 -0.0 -1 -0.731 4156.463
-159.98 3.85 -0.26 -0.0 -0.0 -1 -0.751 4156.077
-159.98 3.85 -0.26 -0.0 -0.0 -1 -0.771 4155.691
-159.98 3.85 -0.26 -0.0 -0.0 -1 -0.79 4155.305
-159.98 3.85 -0.26 -0.0 -0.0 -1 -0.8 4154.922
-159.98 3.85 -0.26 -0.0 -0.0 -1 -0.82 4154.536
-159.98 3.85 -0.26 -0.0 -0.0 -1 -0.84 4154.15
-159.98 3.85 -0.26 -0.0 -0.0 -1 -0.85 4153.767
-159.98 3.85 -0.26 -0.0 -0.0 -1 -0.87 4153.381
-159.98 3.85 -0.26 -0.0 -0.0 -1 -0.889 4152.995
-159.98 3.85 -0.26 -0.0 -0.0 -1 -0.909 4152.609
-159.98 3.85 -0.26 -0.0 -0.0 -1 -0.919 4152.226
-159.98 3.85 -0.26 -0.0 -0.0 -1 -0.939 4151.84
-159.98 3.84 -0.26 -0.0 -0.0 -1 -0.959 4151.454
-159.98 3.84 -0.26 -0.0 -0.0 -1 -0.969 4151.071
-159.98 3.84 -0.26 -0.0 -0.0 -1 -0.989 4150.685
-159.98 3.84 -0.26 -0.0 -0.0 -1 -1.008 4150.299
-159.98 3.84 -0.26 -0.0 -0.0 -1 -1.018 4149.916
-159.98 3.84 -0.26 -0.0 -0.0 -1 -1.038 4149.53
-159.98 3.84 -0.26 -0.0 -0.0 -1 -1.058 4149.145
-159.98 3.84 -0.26 -0.0 -0.0 -1 -1.068 4148.761
-159.98 3.84 -0.27 -0.0 -0.0 -1 -1.088 4148.375
-159.98 3.84 -0.27 -0.0 -0.0 -1 -1.107 4147.99
-159.98 3.84 -0.27 -0.0 -0.0 -1 -1.117 4147.606
-159.98 3.84 -0.27 -0.0 -0.0 -1 -1.137 4147.22
-159.98 3.84 -0.27 -0.0 -0.0 -1 -1.157 4146.835
-159.98 3.84 -0.27 -0.0 -0.0 -1 -1.167 4146.451
-159.98 3.84 -0.27 -0.0 -0.0 -1 -1.187 4146.066
-159.98 3.84 -0.27 -0.0 -0.0 -1 -1.207 4145.68
-159.99 3.84 -0.27 -0.0 -0.0 -1 -1.217 4145.296
-159.99 3.84 -0.27 -0.0 -0.0 -1 -1.236 4144.911
-159.99 3.84 -0.27 -0.0 -0.0 -1 -1.256 4144.525
-159.99 3.84 -0.27 -0.0 -0.0 -1 -1.266 4144.141
-159.99 3.84 -0.27 -0.0 -0.0 -1 -1.286 4143.756
-159.99 3.84 -0.27 -0.0 -0.0 -1 -1.296 4143.372
-159.99 3.84 -0.27 -0.0 -0.0 -1 -1.316 4142.987
-159.99 3.84 -0.27 -0.0 -0.0 -1 -1.335 4142.601
-159.99 3.84 -0.27 -0.0 -0.0 -1 -1.346 4142.217
-159.99 3.84 -0.27 -0.0 -0.0 -1 -1.365 4141.832
-159.99 3.84 -0.27 -0.0 -0.0 -1 -1.385 4141.446
-159.99 3.84 -0.27 -0.01 -0.0 -1 -1.395 4141.062
-159.99 3.84 -0.27 -0.01 -0.0 -1 -1.415 4140.677
-159.99 3.84 -0.27 -0.01 -0.0 -1 -1.435 4140.291
-159.99 3.84 -0.27 -0.01 -0.0 -1 -1.445 4139.908
-159.99 3.84 -0.27 -0.01 -0.0 -1 -1.464 4139.522
-159.99 3.84 -0.27 -0.01 -0.0 -1 -1.474 4139.138
-159.99 3.84 -0.27 -0.01 -0.0 -1 -1.494 4138.753
-159.99 3.84 -0.27 -0.01 -0.0 -1 -1.514 4138.367
-159.99 3.84 -0.27 -0.01 -0.0 -1 -1.524 4137.984
-160.0 3.84 -0.27 -0.01 -0.0 -1 -1.544 4137.598
-160.0 3.84 -0.27 -0.01 -0.0 -1 -1.554 4137.214
-160.0 3.84 -0.27 -0.01 -0.0 -1 -1.574 4136.829
-160.0 3.84 -0.27 -0.01 -0.0 -1 -1.593 4136.443
-160.0 3.84 -0.27 -0.01 -0.0 -1 -1.603 4136.059
-160.0 3.84 -0.27 -0.01 -0.0 -1 -1.623 4135.674
-160.0 3.84 -0.27 -0.01 -0.0 -1 -1.633 4135.29
-160.0 3.84 -0.27 -0.01 -0.0 -1 -1.653 4134.905
-160.0 3.84 -0.27 -0.01 -0.0 -1 -1.673 4134.519
-160.0 3.84 -0.27 -0.01 -0.0 -1 -1.683 4134.135
-160.0 3.84 -0.27 -0.01 -0.0 -1 -1.703 4133.75
-160.0 3.84 -0.27 -0.01 -0.0 -1 -1.713 4133.366
-160.0 3.84 -0.27 -0.01 -0.0 -1 -1.732 4132.98
-160.0 3.83 -0.27 -0.01 -0.0 -1 -1.752 4132.595
-160.0 3.83 -0.27 -0.01 -0.0 -1 -1.762 4132.211
-160.0 3.83 -0.27 -0.01 -0.0 -1 -1.782 4131.826
-160.01 3.83 -0.27 -0.01 -0.0 -1 -1.792 4131.442
-160.01 3.83 -0.27 -0.01 -0.0 -1 -1.812 4131.056
-160.01 3.83 -0.27 -0.01 -0.0 -1 -1.822 4130.673
-160.01 3.83 -0.27 -0.01 -0.0 -1 -1.842 4130.287
-160.01 3.83 -0.27 -0.01 -0.0 -1 -1.852 4129.904
-160.01 3.83 -0.27 -0.01 -0.0 -1 -1.871 4129.518
-160.01 3.83 -0.27 -0.01 -0.0 -1 -1.893 4129.142
-160.01 3.83 -0.27 -0.01 -0.0 -1 -1.903 4128.759
-160.01 3.82 -0.27 -0.01 -0.0 -1 -1.923 4128.373
-160.01 3.82 -0.27 -0.01 -0.0 -1 -1.933 4127.99
-160.01 3.82 -0.27 -0.01 -0.0 -1 -1.953 4127.604
-160.01 3.82 -0.27 -0.01 -0.0 -1 -1.963 4127.221
-160.01 3.82 -0.27 -0.01 -0.0 -1 -1.983 4126.835
-160.01 3.82 -0.27 -0.01 -0.0 -1 -1.993 4126.451
-160.02 3.82 -0.27 -0.01 -0.0 -1 -2.015 4126.075
-160.02 3.82 -0.28 -0.01 -0.0 -1 -2.025 4125.692
-160.02 3.82 -0.28 -0.01 -0.0 -1 -2.045 4125.306
-160.02 3.82 -0.28 -0.01 -0.0 -1 -2.055 4124.923
-160.02 3.82 -0.28 -0.01 -0.0 -1 -2.065 4124.54
-160.02 3.82 -0.28 -0.01 -0.0 -1 -2.085 4124.154
-160.02 3.82 -0.28 -0.01 -0.0 -1 -2.097 4123.78
-160.02 3.82 -0.28 -0.01 -0.0 -1 -2.117 4123.394
-160.02 3.82 -0.28 -0.01 -0.0 -1 -2.127 4123.011
-160.02 3.82 -0.28 -0.01 -0.0 -1 -2.147 4122.625
-160.02 3.82 -0.28 -0.01 -0.0 -1 -2.157 4122.242
-160.02 3.82 -0.28 -0.01 -0.0 -1 -2.167 4121.859
-160.03 3.82 -0.28 -0.01 -0.0 -1 -2.186 4121.473
-160.03 3.82 -0.28 -0.01 -0.0 -1 -2.199 4121.099
-160.03 3.82 -0.29 -0.01 -0.0 -1 -2.209 4120.716
-160.03 3.82 -0.29 -0.01 -0.0 -1 -2.229 4120.33
-160.03 3.82 -0.29 -0.01 -0.0 -1 -2.239 4119.947
-160.03 3.82 -0.29 -0.01 -0.0 -1 -2.258 4119.561
-160.03 3.82 -0.29 -0.01 -0.0 -1 -2.269 4119.178
-160.03 3.82 -0.29 -0.01 -0.0 -1 -2.279 4118.795
-160.03 3.82 -0.29 -0.01 -0.0 -1 -2.298 4118.409
-160.03 3.82 -0.29 -0.01 -0.0 -1 -2.308 4118.025
-160.03 3.82 -0.29 -0.01 -0.0 -1 -2.321 4117.652
-160.04 3.82 -0.29 -0.01 -0.0 -1 -2.341 4117.266
-160.04 3.83 -0.29 -0.01 -0.0 -1 -2.351 4116.883
-160.04 3.83 -0.29 -0.01 -0.0 0 -2.361 4116.499
-160.04 3.83 -0.29 -0.01 -0.0 0 -2.38 4116.114
-160.04 3.83 -0.29 -0.01 -0.0 0 -2.39 4115.73
-160.04 3.83 -0.29 -0.01 -0.0 0 -2.4 4115.347
-160.04 3.83 -0.29 -0.01 -0.0 0 -2.42 4114.961
-160.04 3.83 -0.29 -0.01 -0.0 0 -2.43 4114.578
-160.04 3.83 -0.29 -0.01 -0.0 0 -2.44 4114.195
-160.04 3.83 -0.29 -0.01 -0.0 0 -2.46 4113.809
-160.05 3.83 -0.29 -0.01 -0.0 0 -2.47 4113.426
-160.05 3.83 -0.29 -0.01 -0.0 0 -2.48 4113.042
-160.05 3.83 -0.29 -0.01 -0.0 0 -2.5 4112.657
-160.05 3.84 -0.29 -0.01 -0.0 0 -2.51 4112.273
-160.05 3.84 -0.29 -0.01 -0.0 0 -2.52 4111.89
-160.05 3.84 -0.29 -0.01 -0.0 0 -2.54 4111.504
-160.05 3.84 -0.29 -0.01 -0.0 0 -2.55 4111.121
-160.05 3.84 -0.29 -0.01 -0.0 0 -2.57 4110.735
-160.05 3.84 -0.29 -0.01 -0.0 0 -2.577 4110.342
-160.05 3.84 -0.29 -0.01 -0.0 0 -2.587 4109.959
-160.06 3.84 -0.29 -0.01 -0.0 0 -2.607 4109.573
-160.06 3.84 -0.28 -0.01 -0.0 0 -2.617 4109.19
-160.06 3.84 -0.28 -0.01 -0.0 0 -2.637 4108.804
-160.06 3.84 -0.28 -0.01 -0.0 0 -2.647 4108.421
-160.06 3.84 -0.28 -0.01 -0.0 0 -2.657 4108.037
-160.06 3.84 -0.28 -0.01 -0.0 0 -2.677 4107.652
-160.06 3.84 -0.28 -0.01 -0.0 0 -2.687 4107.268
-160.06 3.84 -0.28 -0.01 -0.0 0 -2.706 4106.882
-160.06 3.84 -0.28 -0.01 -0.0 0 -2.717 4106.499
-160.06 3.84 -0.28 -0.01 -0.0 0 -2.736 4106.113
-160.07 3.84 -0.27 -0.01 -0.0 0 -2.746 4105.73
-160.07 3.84 -0.27 -0.01 -0.0 0 -2.766 4105.344
-160.07 3.84 -0.27 -0.01 -0.0 0 -2.784 4104.949
-160.07 3.84 -0.27 -0.01 -0.0 0 -2.794 4104.565
-160.07 3.84 -0.27 -0.01 -0.0 0 -2.813 4104.18
-160.07 3.84 -0.27 -0.01 -0.0 0 -2.823 4103.796
-160.07 3.84 -0.27 -0.01 -0.0 0 -2.843 4103.411
-160.07 3.84 -0.26 -0.01 -0.0 0 -2.853 4103.027
-160.07 3.84 -0.26 -0.01 -0.0 0 -2.873 4102.641
-160.08 3.84 -0.26 -0.01 -0.0 0 -2.893 4102.256
-160.08 3.84 -0.26 -0.01 -0.0 0 -2.903 4101.872
-160.08 3.84 -0.26 -0.01 -0.0 0 -2.922 4101.486
-160.08 3.84 -0.26 -0.01 -0.0 0 -2.942 4101.101
-160.08 3.84 -0.26 -0.01 -0.0 0 -2.952 4100.717
-160.08 3.84 -0.26 -0.01 -0.0 0 -2.972 4100.332
-160.08 3.84 -0.25 -0.01 -0.0 0 -2.992 4099.946
-160.08 3.84 -0.25 -0.01 -0.0 0 -3.002 4099.562
-160.08 3.84 -0.25 -0.01 -0.0 0 -3.022 4099.177
-160.09 3.84 -0.25 -0.01 -0.0 0 -3.041 4098.791
-160.09 3.84 -0.25 -0.01 -0.0 0 -3.061 4098.405
-160.09 3.84 -0.25 -0.01 -0.0 0 -3.071 4098.022
-160.09 3.84 -0.25 -0.01 -0.0 0 -3.091 4097.636
-160.09 3.84 -0.25 -0.01 -0.0 0 -3.111 4097.25
-160.09 3.84 -0.25 -0.01 -0.0 0 -3.121 4096.867
-160.09 3.83 -0.25 -0.01 -0.0 0 -3.143 4096.491
-160.09 3.83 -0.25 -0.01 -0.0 0 -3.163 4096.105
-160.09 3.83 -0.25 -0.01 -0.0 0 -3.182 4095.719
-160.1 3.83 -0.25 -0.01 -0.0 0 -3.192 4095.336
-160.1 3.83 -0.25 -0.01 -0.0 0 -3.212 4094.95
-160.1 3.83 -0.25 -0.01 -0.0 0 -3.232 4094.564
-160.1 3.83 -0.25 -0.01 -0.0 0 -3.252 4094.178
-160.1 3.83 -0.25 -0.01 -0.0 0 -3.264 4093.805
-160.1 3.83 -0.25 -0.01 -0.0 0 -3.284 4093.419
-160.1 3.83 -0.25 -0.01 -0.0 0 -3.304 4093.033
-160.11 3.82 -0.25 -0.01 -0.0 0 -3.314 4092.65
-160.11 3.82 -0.25 -0.01 -0.0 0 -3.333 4092.264
-160.11 3.82 -0.25 -0.01 -0.0 0 -3.356 4091.888
-160.11 3.82 -0.25 -0.01 -0.0 0 -3.366 4091.504
-160.11 3.82 -0.25 -0.01 -0.0 0 -3.385 4091.119
-160.11 3.82 -0.25 -0.01 -0.0 0 -3.405 4090.733
-160.11 3.82 -0.25 -0.01 -0.0 0 -3.415 4090.349
-160.11 3.82 -0.25 -0.01 -0.0 0 -3.437 4089.973
-160.12 3.81 -0.25 -0.01 -0.0 0 -3.447 4089.59
-160.12 3.81 -0.26 -0.01 -0.0 0 -3.467 4089.204
-160.12 3.81 -0.26 -0.01 -0.0 0 -3.489 4088.828
-160.12 3.81 -0.26 -0.01 -0.0 0 -3.499 4088.445
-160.12 3.81 -0.26 -0.01 -0.0 0 -3.519 4088.059
-160.12 3.81 -0.26 -0.01 -0.0 0 -3.529 4087.676
-160.12 3.81 -0.26 -0.01 -0.0 0 -3.551 4087.299
-160.13 3.81 -0.26 -0.01 -0.0 0 -3.561 4086.916
-160.13 3.8 -0.27 -0.01 -0.0 0 -3.581 4086.53
-160.13 3.8 -0.27 -0.01 -0.0 0 -3.593 4086.157
-160.13 3.8 -0.27 -0.01 -0.0 0 -3.603 4085.773
-160.13 3.8 -0.27 -0.01 -0.0 0 -3.623 4085.388
-160.13 3.8 -0.27 -0.01 -0.0 0 -3.636 4085.014
-160.14 3.8 -0.28 -0.02 -0.0 0 -3.646 4084.631
-160.14 3.8 -0.28 -0.02 -0.0 0 -3.665 4084.245
-160.14 3.8 -0.28 -0.02 -0.0 0 -3.678 4083.871
-160.14 3.8 -0.28 -0.02 -0.0 0 -3.688 4083.488
-160.14 3.79 -0.28 -0.02 -0.0 0 -3.708 4083.102
-160.14 3.79 -0.29 -0.02 -0.0 0 -3.72 4082.729
-160.14 3.79 -0.29 -0.02 -0.0 0 -3.73 4082.345
-160.15 3.79 -0.29 -0.02 -0.0 0 -3.74 4081.962
-160.15 3.79 -0.29 -0.02 -0.0 0 -3.752 4081.588
-160.15 3.79 -0.29 -0.02 -0.0 0 -3.762 4081.205
-160.15 3.79 -0.3 -0.02 -0.0 0 -3.773 4080.822
-160.15 3.79 -0.3 -0.02 -0.0 0 -3.785 4080.448
-160.15 3.79 -0.3 -0.02 -0.0 0 -3.805 4080.063
-160.15 3.79 -0.3 -0.02 -0.0 0 -3.815 4079.679
-160.16 3.78 -0.3 -0.02 -0.0 0 -3.827 4079.306
-160.16 3.78 -0.31 -0.02 -0.0 0 -3.837 4078.922
-160.16 3.78 -0.31 -0.02 -0.0 0 -3.85 4078.549
-160.16 3.78 -0.31 -0.02 -0.0 0 -3.85 4078.168
-160.16 3.78 -0.31 -0.02 -0.0 0 -3.86 4077.785
-160.16 3.78 -0.31 -0.02 -0.0 0 -3.872 4077.411
-160.17 3.78 -0.31 -0.02 -0.0 0 -3.882 4077.028
-160.17 3.78 -0.32 -0.02 -0.0 0 -3.892 4076.645
-160.17 3.78 -0.32 -0.02 -0.0 0 -3.905 4076.271
-160.17 3.78 -0.32 -0.02 -0.0 0 -3.915 4075.888
-160.17 3.78 -0.32 -0.02 -0.0 0 -3.918 4075.517
-160.17 3.78 -0.32 -0.01 -0.0 0 -3.928 4075.133
-160.17 3.78 -0.32 -0.01 -0.0 0 -3.938 4074.75
-160.18 3.78 -0.32 -0.01 -0.0 0 -3.95 4074.377
-160.18 3.78 -0.32 -0.01 -0.0 0 -3.96 4073.993
-160.18 3.77 -0.32 -0.01 -0.0 0 -3.963 4073.622
-160.18 3.77 -0.33 -0.01 -0.0 0 -3.973 4073.239
-160.18 3.77 -0.33 -0.01 -0.0 0 -3.983 4072.856
-160.18 3.77 -0.33 -0.01 -0.0 0 -3.995 4072.482
-160.18 3.77 -0.33 -0.01 -0.0 0 -3.996 4072.101
-160.19 3.77 -0.33 -0.01 -0.0 0 -4.008 4071.728
-160.19 3.77 -0.33 -0.01 -0.0 0 -4.018 4071.345
-160.19 3.77 -0.33 -0.01 -0.0 0 -4.018 4070.964
-160.19 3.77 -0.33 -0.01 -0.0 0 -4.031 4070.59
-160.19 3.77 -0.33 -0.01 -0.0 0 -4.041 4070.207
-160.19 3.77 -0.33 -0.01 -0.0 0 -4.053 4069.833
-160.19 3.77 -0.33 -0.01 -0.0 0 -4.053 4069.453
-160.2 3.77 -0.33 -0.01 -0.0 0 -4.064 4069.069
-160.2 3.77 -0.33 -0.01 -0.0 0 -4.076 4068.696
-160.2 3.77 -0.33 -0.01 -0.0 0 -4.076 4068.315
-160.2 3.77 -0.32 -0.01 -0.0 0 -4.089 4067.941
-160.2 3.77 -0.32 -0.01 -0.0 0 -4.099 4067.558
-160.2 3.77 -0.32 -0.01 -0.0 0 -4.109 4067.175
-160.2 3.77 -0.32 -0.01 -0.0 0 -4.111 4066.804
-160.21 3.77 -0.32 -0.01 -0.0 0 -4.121 4066.421
-160.21 3.77 -0.32 -0.01 -0.0 0 -4.134 4066.047
-160.21 3.77 -0.32 -0.01 -0.0 0 -4.144 4065.664
-160.21 3.77 -0.32 -0.01 -0.0 0 -4.144 4065.283
-160.21 3.77 -0.32 -0.01 -0.0 0 -4.157 4064.909
-160.21 3.77 -0.31 -0.01 -0.0 0 -4.167 4064.526
-160.21 3.78 -0.31 -0.01 -0.0 0 -4.179 4064.153
-160.21 3.78 -0.31 -0.01 -0.0 0 -4.189 4063.769
-160.22 3.78 -0.31 -0.01 -0.0 0 -4.192 4063.398
-160.22 3.78 -0.31 -0.01 -0.0 0 -4.202 4063.015
-160.22 3.78 -0.31 -0.01 -0.0 0 -4.212 4062.632
-160.22 3.78 -0.3 -0.01 -0.0 0 -4.224 4062.258
-160.22 3.78 -0.3 -0.01 -0.0 0 -4.234 4061.875
-160.22 3.78 -0.3 -0.01 -0.0 0 -4.247 4061.501
-160.22 3.78 -0.3 -0.01 -0.0 0 -4.257 4061.118
-160.23 3.78 -0.3 -0.01 -0.0 0 -4.267 4060.735
-160.23 3.78 -0.3 -0.01 -0.0 0 -4.279 4060.361
-160.23 3.78 -0.29 -0.01 -0.0 0 -4.289 4059.978
-160.23 3.79 -0.29 -0.01 -0.0 0 -4.302 4059.604
-160.23 3.79 -0.29 -0.01 -0.0 0 -4.312 4059.221
-160.23 3.79 -0.29 -0.01 -0.0 0 -4.322 4058.838
-160.23 3.79 -0.29 -0.01 -0.0 0 -4.334 4058.464
-160.23 3.79 -0.28 -0.01 -0.0 0 -4.354 4058.078
-160.24 3.79 -0.28 -0.01 -0.0 0 -4.364 4057.695
-160.24 3.79 -0.28 -0.01 -0.0 0 -4.376 4057.321
-160.24 3.79 -0.28 -0.01 -0.0 0 -4.386 4056.938
-160.24 3.8 -0.28 -0.01 -0.0 0 -4.399 4056.564
-160.24 3.8 -0.27 -0.01 -0.0 0 -4.419 4056.179
-160.24 3.8 -0.27 -0.01 -0.0 0 -4.429 4055.795
-160.24 3.8 -0.27 -0.01 -0.0 0 -4.441 4055.422
-160.24 3.8 -0.27 -0.01 -0.0 0 -4.451 4055.038
-160.25 3.8 -0.27 -0.01 -0.0 0 -4.471 4054.653
