Navio: Conteneiro L400B59T14.5
Cenário: SE Forte - sem molhe
Manobra: Entrada, Giro e Atracação
Corrente: 0.8 kn N 
Vento: 20 kn SSE 
Onda: 1.7m 10s SE 

time_stamp x y zz vx vy vzz rudder_demanded_orientation_0 propeller_demanded_0 distance_port distance_starboard distance_target
0.0 8024.5 4552.63 -163.07 3.6 -0.21 -0.0 0.0 4 29.829 91.362 2315.596
0.1 8024.15 4552.54 -163.07 3.6 -0.21 -0.0 0.0 4 29.822 91.368 2315.235
0.2 8023.8 4552.46 -163.07 3.6 -0.21 -0.0 0.0 4 29.824 91.364 2314.876
0.3 8023.45 4552.37 -163.07 3.59 -0.21 -0.0 0.0 4 29.817 91.37 2314.515
0.4 8023.1 4552.29 -163.07 3.59 -0.21 -0.0 0.0 4 29.82 91.365 2314.156
0.5 8022.75 4552.21 -163.07 3.59 -0.21 -0.0 0.0 4 29.823 91.361 2313.797
0.6 8022.4 4552.12 -163.07 3.59 -0.21 -0.0 0.0 4 29.815 91.367 2313.436
0.7 8022.05 4552.04 -163.07 3.59 -0.21 -0.0 0.0 4 29.818 91.363 2313.077
0.8 8021.7 4551.95 -163.07 3.59 -0.21 -0.0 0.0 4 29.811 91.369 2312.716
0.9 8021.35 4551.87 -163.07 3.59 -0.21 -0.0 0.0 4 29.814 91.364 2312.357
1.0 8021.0 4551.78 -163.07 3.59 -0.21 -0.0 0.0 4 29.807 91.37 2311.996
1.1 8020.65 4551.7 -163.07 3.59 -0.21 -0.0 0.0 4 29.809 91.366 2311.637
1.2 8020.3 4551.61 -163.08 3.59 -0.21 -0.0 0.0 4 29.837 91.406 2311.276
1.3 8019.95 4551.53 -163.08 3.59 -0.21 -0.0 0.0 4 29.839 91.402 2310.917
1.4 8019.6 4551.45 -163.08 3.59 -0.21 -0.0 0.0 4 29.842 91.398 2310.558
1.5 8019.26 4551.36 -163.08 3.59 -0.21 -0.0 0.0 4 29.833 91.406 2310.206
1.6 8018.91 4551.28 -163.08 3.59 -0.21 -0.0 -0.0 4 29.835 91.402 2309.848
1.7 8018.56 4551.19 -163.08 3.59 -0.21 -0.0 -0.0 4 29.828 91.407 2309.486
1.8 8018.21 4551.11 -163.08 3.59 -0.21 -0.0 -0.0 4 29.831 91.403 2309.128
1.9 8017.86 4551.03 -163.08 3.59 -0.21 -0.0 -0.0 4 29.834 91.399 2308.769
2.0 8017.51 4550.94 -163.08 3.59 -0.22 -0.0 -0.0 4 29.826 91.405 2308.408
2.1 8017.16 4550.86 -163.08 3.58 -0.22 -0.0 -0.0 4 29.829 91.401 2308.049
2.2 8016.81 4550.77 -163.08 3.58 -0.22 -0.0 -0.0 4 29.822 91.406 2307.687
2.3 8016.46 4550.69 -163.08 3.58 -0.22 -0.0 -0.0 4 29.825 91.402 2307.329
2.4 8016.11 4550.61 -163.08 3.58 -0.22 -0.0 -0.0 4 29.827 91.398 2306.97
2.5 8015.76 4550.52 -163.08 3.58 -0.22 -0.0 -0.0 4 29.82 91.404 2306.609
2.6 8015.41 4550.44 -163.08 3.58 -0.22 -0.0 -0.0 4 29.823 91.4 2306.25
2.7 8015.06 4550.36 -163.08 3.58 -0.22 -0.0 -0.0 4 29.826 91.396 2305.891
2.8 8014.72 4550.27 -163.08 3.58 -0.22 -0.0 -0.0 4 29.816 91.404 2305.54
2.9 8014.37 4550.19 -163.08 3.58 -0.22 -0.0 -0.0 4 29.819 91.4 2305.181
3.0 8014.02 4550.11 -163.08 3.58 -0.22 -0.0 -0.0 4 29.821 91.395 2304.822
3.1 8013.67 4550.02 -163.08 3.58 -0.22 -0.0 -0.0 4 29.814 91.401 2304.461
3.2 8013.32 4549.94 -163.08 3.58 -0.22 -0.0 -0.0 4 29.817 91.397 2304.102
3.3 8012.97 4549.86 -163.08 3.58 -0.22 -0.0 -0.0 4 29.82 91.393 2303.743
3.4 8012.62 4549.77 -163.08 3.58 -0.22 -0.0 -0.0 4 29.813 91.399 2303.382
3.5 8012.27 4549.69 -163.08 3.58 -0.22 -0.0 -0.0 4 29.815 91.394 2303.023
3.6 8011.92 4549.61 -163.08 3.58 -0.22 -0.0 -0.0 4 29.818 91.39 2302.664
3.7 8011.57 4549.53 -163.08 3.58 -0.22 -0.01 -0.0 4 29.821 91.386 2302.306
3.8 8011.22 4549.44 -163.08 3.58 -0.22 -0.01 -0.0 4 29.813 91.392 2301.944
3.9 8010.88 4549.36 -163.08 3.58 -0.22 -0.01 -0.0 4 29.814 91.39 2301.595
4.0 8010.53 4549.28 -163.09 3.58 -0.22 -0.01 -0.0 4 29.851 91.421 2301.237
4.1 8010.18 4549.19 -163.09 3.58 -0.22 -0.01 -0.0 4 29.844 91.426 2300.875
4.2 8009.83 4549.11 -163.09 3.58 -0.23 -0.01 -0.0 4 29.847 91.422 2300.517
4.3 8009.48 4549.03 -163.09 3.58 -0.23 -0.01 -0.0 4 29.849 91.418 2300.158
4.4 8009.13 4548.95 -163.09 3.58 -0.23 -0.01 -0.0 4 29.852 91.414 2299.799
4.5 8008.78 4548.86 -163.09 3.58 -0.23 -0.01 -0.0 4 29.845 91.42 2299.438
4.6 8008.43 4548.78 -163.09 3.58 -0.23 -0.01 -0.0 4 29.847 91.416 2299.079
4.7 8008.08 4548.7 -163.09 3.58 -0.23 -0.01 -0.0 4 29.85 91.411 2298.72
4.8 8007.73 4548.62 -163.09 3.58 -0.23 -0.01 -0.0 4 29.853 91.407 2298.362
4.9 8007.38 4548.53 -163.09 3.58 -0.23 -0.01 -0.0 4 29.846 91.413 2298.0
5.0 8007.03 4548.45 -163.09 3.58 -0.23 -0.01 -0.0 4 29.848 91.409 2297.641
5.1 8006.68 4548.37 -163.09 3.58 -0.23 -0.01 -0.0 4 29.851 91.405 2297.283
5.2 8006.34 4548.29 -163.09 3.58 -0.23 -0.01 -0.0 4 29.851 91.403 2296.934
5.3 8005.99 4548.21 -163.09 3.58 -0.23 -0.01 -0.0 4 29.854 91.399 2296.575
5.4 8005.64 4548.12 -163.09 3.58 -0.23 -0.01 -0.0 4 29.847 91.405 2296.214
5.5 8005.29 4548.04 -163.09 3.58 -0.23 -0.01 -0.0 4 29.85 91.4 2295.855
5.6 8004.94 4547.96 -163.1 3.58 -0.23 -0.01 -0.0 4 29.887 91.431 2295.496
5.7 8004.59 4547.88 -163.1 3.58 -0.23 -0.01 -0.0 4 29.889 91.427 2295.137
