Navio: Suezmax T172
Cenário: Extremo
Manobra: Entrada PGL3A Atrac. BB
Corrente: N 0.8nó 
Vento: SE 25nós 
Onda: 2.25m 12s SE 

x y zz vx vy vzz rudder_demanded propeller_demanded distance_port distance_starboard distance_target
10814.9 5266.94 -160.07 4.08 -0.27 -0.0 -0.01 4 76.873 54.632 5195.83
10814.5 5266.83 -160.07 4.08 -0.27 -0.0 -0.01 4 76.861 54.644 5195.415
10814.11 5266.71 -160.07 4.08 -0.27 -0.0 -0.01 4 76.836 54.669 5195.008
10813.72 5266.6 -160.07 4.07 -0.27 -0.0 -0.01 4 76.821 54.684 5194.603
10813.33 5266.49 -160.07 4.07 -0.27 -0.0 -0.01 4 76.806 54.699 5194.197
10812.93 5266.37 -160.07 4.07 -0.27 -0.0 -0.01 4 76.783 54.722 5193.78
10812.54 5266.26 -160.07 4.07 -0.27 -0.0 -0.01 4 76.768 54.737 5193.375
10812.15 5266.15 -160.07 4.07 -0.27 -0.0 -0.01 4 76.753 54.752 5192.97
10811.76 5266.04 -160.07 4.07 -0.27 -0.0 -0.01 4 76.738 54.767 5192.565
10811.37 5265.92 -160.07 4.06 -0.27 -0.0 -0.01 4 76.713 54.791 5192.157
10810.97 5265.81 -160.07 4.06 -0.28 -0.0 -0.03 4 76.701 54.804 5191.742
10810.58 5265.7 -160.07 4.06 -0.28 -0.0 -0.03 4 76.685 54.819 5191.337
10810.19 5265.59 -160.07 4.06 -0.28 -0.0 -0.03 4 76.67 54.834 5190.932
10809.8 5265.47 -160.08 4.06 -0.28 -0.0 -0.03 4 76.669 54.882 5190.524
10809.41 5265.36 -160.08 4.06 -0.28 -0.0 -0.03 4 76.654 54.897 5190.119
10809.02 5265.25 -160.08 4.06 -0.28 -0.0 -0.03 4 76.639 54.912 5189.714
10808.63 5265.14 -160.08 4.05 -0.28 -0.0 -0.03 4 76.624 54.928 5189.309
10808.24 5265.02 -160.08 4.05 -0.28 -0.0 -0.03 4 76.599 54.952 5188.901
10807.85 5264.91 -160.08 4.05 -0.28 -0.0 -0.03 4 76.584 54.967 5188.496
10807.46 5264.8 -160.08 4.05 -0.28 -0.0 -0.03 4 76.569 54.982 5188.091
10807.07 5264.69 -160.08 4.05 -0.28 -0.0 -0.03 4 76.554 54.997 5187.685
10806.68 5264.58 -160.08 4.05 -0.28 -0.0 -0.03 4 76.539 55.012 5187.28
10806.29 5264.47 -160.08 4.05 -0.28 -0.0 -0.03 4 76.524 55.027 5186.875
