Navio: Capesize L300B50T19
Cenário: NE Forte - pos2035 - 1
Manobra: Entrada e Atracação Cocaia
Corrente: 0.4 kn N 
Vento: 15 kn NE 
Onda: 1.0m 8s E 

zz vx vy vzz rudder_demanded propeller_demanded distance_midline distance_target
-160.73 2.81 -0.22 0.02 -0.0 1 15.861 4496.829
-160.73 2.81 -0.22 0.02 -0.0 1 15.859 4496.55
-160.73 2.81 -0.22 0.02 -0.0 1 15.86 4496.261
-160.73 2.81 -0.22 0.02 -0.0 1 15.858 4495.982
-160.73 2.81 -0.22 0.02 -0.0 1 15.846 4495.701
-160.72 2.81 -0.22 0.02 -0.0 1 15.844 4495.422
-160.72 2.81 -0.22 0.02 -0.0 1 15.842 4495.143
-160.72 2.81 -0.22 0.02 -0.0 1 15.843 4494.854
-160.72 2.81 -0.22 0.02 -0.0 1 15.841 4494.575
-160.72 2.8 -0.22 0.02 -0.0 1 15.83 4494.294
-160.71 2.8 -0.22 0.02 -0.0 1 15.828 4494.015
-160.71 2.8 -0.22 0.02 -0.0 1 15.826 4493.736
-160.71 2.8 -0.22 0.02 -0.0 1 15.827 4493.447
-160.71 2.8 -0.22 0.02 -0.0 1 15.825 4493.168
-160.71 2.8 -0.22 0.02 -0.0 1 15.813 4492.887
-160.7 2.8 -0.22 0.02 -0.0 1 15.811 4492.608
-160.7 2.8 -0.22 0.02 -0.0 1 15.81 4492.329
-160.7 2.8 -0.22 0.02 -0.0 1 15.808 4492.05
-160.7 2.8 -0.22 0.02 -0.0 1 15.799 4491.759
-160.7 2.8 -0.22 0.02 -0.0 1 15.797 4491.48
-160.7 2.8 -0.22 0.02 -0.0 1 15.795 4491.201
-160.69 2.8 -0.22 0.02 -0.0 1 15.793 4490.922
-160.69 2.8 -0.22 0.02 -0.0 1 15.791 4490.643
-160.69 2.8 -0.22 0.02 -0.0 1 15.78 4490.362
-160.69 2.8 -0.22 0.02 -0.0 1 15.78 4490.073
-160.69 2.8 -0.22 0.02 -0.0 1 15.778 4489.794
-160.68 2.8 -0.22 0.02 -0.0 1 15.777 4489.516
-160.68 2.8 -0.22 0.02 -0.0 1 15.765 4489.234
-160.68 2.8 -0.22 0.02 -0.0 1 15.763 4488.955
-160.68 2.8 -0.22 0.02 -0.0 1 15.761 4488.676
-160.68 2.8 -0.22 0.02 -0.0 1 15.762 4488.388
-160.67 2.8 -0.22 0.02 -0.0 1 15.76 4488.109
-160.67 2.8 -0.22 0.02 -0.0 1 15.749 4487.827
-160.67 2.8 -0.22 0.02 -0.0 1 15.747 4487.548
-160.67 2.8 -0.22 0.02 -0.0 1 15.745 4487.269
-160.67 2.8 -0.22 0.02 -0.0 1 15.743 4486.991
-160.66 2.8 -0.22 0.02 -0.0 1 15.741 4486.712
-160.66 2.8 -0.22 0.02 -0.0 1 15.732 4486.421
-160.66 2.8 -0.22 0.02 -0.0 1 15.73 4486.142
-160.66 2.8 -0.22 0.02 -0.0 1 15.728 4485.863
-160.66 2.8 -0.22 0.02 -0.0 1 15.727 4485.584
-160.65 2.8 -0.22 0.02 -0.0 1 15.715 4485.302
-160.65 2.8 -0.22 0.02 -0.0 1 15.713 4485.023
-160.65 2.8 -0.22 0.02 -0.0 1 15.711 4484.744
-160.65 2.8 -0.22 0.02 -0.0 1 15.71 4484.466
-160.65 2.8 -0.22 0.02 -0.0 1 15.708 4484.187
-160.65 2.8 -0.22 0.02 -0.0 1 15.699 4483.896
-160.64 2.8 -0.22 0.02 -0.0 1 15.697 4483.617
-160.64 2.8 -0.22 0.02 -0.0 1 15.695 4483.338
-160.64 2.8 -0.22 0.02 -0.0 1 15.693 4483.059
-160.64 2.8 -0.22 0.02 -0.0 1 15.682 4482.777
-160.64 2.8 -0.22 0.02 -0.0 1 15.68 4482.498
-160.63 2.8 -0.22 0.02 -0.0 1 15.678 4482.219
-160.63 2.8 -0.22 0.02 -0.0 1 15.676 4481.941
-160.63 2.8 -0.22 0.02 -0.0 1 15.667 4481.649
-160.63 2.8 -0.22 0.02 -0.0 1 15.665 4481.371
-160.63 2.8 -0.22 0.02 -0.0 1 15.663 4481.092
-160.62 2.8 -0.22 0.02 -0.0 1 15.661 4480.813
-160.62 2.8 -0.22 0.02 -0.0 1 15.66 4480.534
-160.62 2.8 -0.22 0.02 -0.0 1 15.648 4480.252
-160.62 2.8 -0.22 0.02 -0.0 1 15.646 4479.973
-160.62 2.8 -0.22 0.02 -0.0 1 15.644 4479.694
-160.62 2.8 -0.22 0.02 -0.0 1 15.642 4479.416
-160.61 2.8 -0.22 0.02 -0.0 1 15.633 4479.124
-160.61 2.8 -0.22 0.02 -0.0 1 15.632 4478.845
-160.61 2.8 -0.22 0.02 -0.0 1 15.63 4478.567
-160.61 2.8 -0.22 0.02 -0.0 1 15.628 4478.288
-160.61 2.8 -0.22 0.02 -0.0 1 15.616 4478.006
-160.6 2.8 -0.22 0.02 -0.0 1 15.614 4477.727
-160.6 2.8 -0.22 0.02 -0.0 1 15.613 4477.448
-160.6 2.8 -0.22 0.02 -0.0 1 15.611 4477.169
-160.6 2.8 -0.22 0.02 -0.0 1 15.599 4476.888
-160.6 2.8 -0.22 0.02 -0.0 1 15.6 4476.599
-160.6 2.8 -0.22 0.02 -0.0 1 15.598 4476.32
-160.59 2.8 -0.22 0.02 -0.0 1 15.596 4476.042
-160.59 2.8 -0.22 0.02 -0.0 1 15.585 4475.76
-160.59 2.8 -0.22 0.02 -0.0 1 15.583 4475.481
-160.59 2.8 -0.22 0.02 -0.0 1 15.581 4475.202
-160.59 2.8 -0.22 0.02 -0.0 1 15.569 4474.921
-160.58 2.8 -0.22 0.02 -0.0 1 15.568 4474.642
-160.58 2.8 -0.22 0.02 -0.0 1 15.566 4474.363
-160.58 2.8 -0.22 0.02 -0.0 1 15.566 4474.074
-160.58 2.8 -0.22 0.02 -0.0 1 15.555 4473.793
-160.58 2.8 -0.22 0.02 -0.0 1 15.553 4473.514
-160.57 2.8 -0.22 0.02 -0.0 1 15.551 4473.235
-160.57 2.8 -0.22 0.02 -0.0 1 15.549 4472.956
-160.57 2.8 -0.22 0.02 -0.0 1 15.538 4472.675
-160.57 2.8 -0.22 0.02 -0.0 1 15.536 4472.396
-160.57 2.8 -0.22 0.02 -0.0 1 15.534 4472.117
-160.57 2.8 -0.22 0.02 -0.0 1 15.522 4471.836
-160.56 2.8 -0.22 0.02 -0.0 1 15.523 4471.547
-160.56 2.8 -0.22 0.02 -0.0 1 15.521 4471.268
-160.56 2.8 -0.22 0.02 -0.0 1 15.519 4470.989
-160.56 2.8 -0.22 0.02 -0.0 1 15.508 4470.708
-160.56 2.8 -0.22 0.02 -0.0 1 15.506 4470.429
-160.55 2.8 -0.22 0.02 -0.0 1 15.504 4470.15
-160.55 2.8 -0.22 0.02 -0.0 1 15.502 4469.871
-160.55 2.8 -0.22 0.02 -0.0 1 15.491 4469.589
-160.55 2.8 -0.22 0.02 -0.0 1 15.489 4469.311
-160.55 2.8 -0.22 0.02 -0.0 1 15.487 4469.032
-160.55 2.8 -0.22 0.02 -0.0 1 15.478 4468.741
-160.54 2.8 -0.22 0.02 -0.0 1 15.476 4468.462
-160.54 2.8 -0.22 0.02 -0.0 1 15.474 4468.183
-160.54 2.8 -0.22 0.02 -0.0 1 15.472 4467.904
-160.54 2.8 -0.22 0.02 -0.0 1 15.461 4467.622
-160.54 2.79 -0.22 0.02 -0.0 1 15.459 4467.343
-160.53 2.79 -0.22 0.02 -0.0 1 15.457 4467.064
-160.53 2.79 -0.22 0.02 -0.0 1 15.446 4466.783
-160.53 2.79 -0.22 0.02 -0.0 1 15.444 4466.504
-160.53 2.79 -0.22 0.02 -0.0 1 15.442 4466.225
-160.53 2.79 -0.22 0.02 -0.0 1 15.44 4465.946
-160.53 2.79 -0.22 0.02 -0.0 1 15.429 4465.665
-160.52 2.79 -0.22 0.02 -0.0 1 15.427 4465.386
-160.52 2.79 -0.22 0.02 -0.0 1 15.425 4465.107
-160.52 2.79 -0.22 0.02 -0.0 1 15.423 4464.828
-160.52 2.79 -0.22 0.02 -0.0 1 15.412 4464.547
-160.52 2.79 -0.22 0.02 -0.0 1 15.41 4464.268
-160.52 2.79 -0.22 0.02 -0.0 1 15.41 4463.979
-160.51 2.79 -0.22 0.02 -0.0 1 15.399 4463.698
-160.51 2.79 -0.22 0.02 -0.0 1 15.397 4463.419
-160.51 2.79 -0.22 0.02 0.01 1 15.395 4463.14
-160.51 2.79 -0.22 0.02 0.01 1 15.393 4462.861
-160.51 2.79 -0.22 0.02 0.01 1 15.382 4462.579
-160.5 2.79 -0.22 0.02 0.01 1 15.38 4462.301
-160.5 2.79 -0.22 0.02 0.03 1 15.378 4462.022
-160.5 2.79 -0.22 0.02 0.03 1 15.366 4461.74
-160.5 2.79 -0.22 0.02 0.03 1 15.365 4461.461
-160.5 2.79 -0.22 0.02 0.03 1 15.363 4461.182
-160.5 2.79 -0.22 0.02 0.09 1 15.361 4460.903
-160.49 2.79 -0.22 0.02 0.09 1 15.349 4460.622
-160.49 2.79 -0.22 0.02 0.09 1 15.348 4460.343
-160.49 2.79 -0.22 0.02 0.09 1 15.346 4460.064
-160.49 2.79 -0.22 0.02 0.09 1 15.344 4459.785
-160.49 2.79 -0.22 0.02 0.09 1 15.332 4459.504
-160.48 2.79 -0.22 0.02 0.09 1 15.33 4459.225
-160.48 2.79 -0.22 0.02 0.09 1 15.329 4458.946
-160.48 2.79 -0.22 0.02 0.09 1 15.317 4458.665
-160.48 2.79 -0.22 0.02 0.09 1 15.315 4458.386
-160.48 2.79 -0.22 0.02 0.09 1 15.313 4458.107
-160.48 2.79 -0.22 0.02 0.09 1 15.312 4457.828
