Navio: Aframax
Cenário: Severo
Manobra: Entrada
Corrente: N 1nó 
Vento: SE 25 nós 
Onda: 2.25m 12s SE 

x y zz vx vy vzz rudder_demanded propeller_demanded distance_port distance_starboard distance_target
10016.4 5065.97 -158.43 3.08 -0.12 -0.18 -0.19 1 70.994 63.249 4372.484
10016.11 5065.87 -158.45 3.08 -0.13 -0.19 -0.19 1 71.007 63.32 4372.178
10015.82 5065.76 -158.47 3.08 -0.13 -0.21 -0.19 1 71.01 63.399 4371.869
10015.53 5065.66 -158.49 3.08 -0.13 -0.22 -0.19 1 71.022 63.47 4371.564
10015.24 5065.56 -158.52 3.08 -0.14 -0.23 -0.19 1 71.055 63.56 4371.258
10014.95 5065.46 -158.54 3.08 -0.14 -0.24 -0.19 1 71.067 63.631 4370.952
10014.66 5065.36 -158.57 3.07 -0.14 -0.25 -0.26 1 71.1 63.721 4370.646
10014.36 5065.27 -158.59 3.07 -0.15 -0.26 -0.26 1 71.125 63.78 4370.333
10014.07 5065.17 -158.62 3.07 -0.15 -0.27 -0.26 1 71.158 63.87 4370.027
10013.78 5065.07 -158.65 3.07 -0.15 -0.28 -0.26 1 71.191 63.961 4369.721
10013.49 5064.97 -158.67 3.07 -0.15 -0.29 -0.26 1 71.204 64.031 4369.415
10013.2 5064.87 -158.7 3.07 -0.15 -0.3 -0.3 1 71.237 64.122 4369.109
10012.91 5064.78 -158.73 3.07 -0.16 -0.31 -0.3 1 71.28 64.204 4368.805
10012.62 5064.68 -158.77 3.06 -0.16 -0.32 -0.3 1 71.333 64.315 4368.5
10012.33 5064.59 -158.8 3.06 -0.16 -0.32 -0.3 1 71.376 64.396 4368.196
10012.03 5064.49 -158.83 3.06 -0.16 -0.33 -0.3 1 71.412 64.485 4367.881
10011.74 5064.39 -158.86 3.06 -0.16 -0.34 -0.31 1 71.445 64.576 4367.575
10011.45 5064.3 -158.9 3.06 -0.16 -0.34 -0.31 1 71.508 64.678 4367.271
10011.16 5064.2 -158.93 3.05 -0.16 -0.35 -0.31 1 71.542 64.769 4366.965
10010.87 5064.11 -158.97 3.05 -0.16 -0.35 -0.31 1 71.605 64.871 4366.662
10010.58 5064.01 -159.0 3.05 -0.16 -0.36 -0.31 1 71.639 64.962 4366.356
10010.29 5063.92 -159.04 3.05 -0.16 -0.36 -0.34 1 71.702 65.064 4366.053
10010.0 5063.83 -159.08 3.05 -0.16 -0.36 -0.34 1 71.766 65.166 4365.749
10009.71 5063.73 -159.11 3.05 -0.16 -0.36 -0.34 1 71.799 65.257 4365.443
10009.42 5063.64 -159.15 3.05 -0.16 -0.37 -0.34 1 71.863 65.359 4365.14
10009.13 5063.55 -159.18 3.04 -0.16 -0.37 -0.34 1 71.906 65.44 4364.837
10008.84 5063.45 -159.22 3.04 -0.16 -0.37 -0.34 1 71.96 65.552 4364.531
10008.55 5063.36 -159.26 3.04 -0.16 -0.37 -0.34 1 72.024 65.654 4364.227
10008.26 5063.27 -159.29 3.04 -0.16 -0.36 -0.34 1 72.067 65.735 4363.924
10007.97 5063.18 -159.33 3.04 -0.16 -0.36 -0.34 1 72.13 65.837 4363.62
10007.68 5063.08 -159.37 3.04 -0.16 -0.36 -0.34 1 72.184 65.949 4363.314
10007.39 5062.99 -159.4 3.04 -0.16 -0.36 -0.35 1 72.228 66.031 4363.011
10007.1 5062.9 -159.44 3.04 -0.16 -0.35 -0.35 1 72.291 66.133 4362.708
10006.81 5062.81 -159.47 3.04 -0.16 -0.35 -0.35 1 72.334 66.214 4362.404
10006.52 5062.71 -159.51 3.03 -0.15 -0.35 -0.35 1 72.389 66.326 4362.098
10006.23 5062.62 -159.54 3.03 -0.15 -0.34 -0.35 1 72.432 66.408 4361.795
10005.94 5062.53 -159.58 3.03 -0.15 -0.34 -0.36 1 72.496 66.51 4361.492
10005.65 5062.44 -159.61 3.03 -0.15 -0.33 -0.36 1 72.539 66.591 4361.188
10005.36 5062.35 -159.64 3.03 -0.15 -0.32 -0.36 1 72.582 66.673 4360.885
10005.07 5062.26 -159.68 3.03 -0.15 -0.32 -0.36 1 72.646 66.775 4360.582
10004.78 5062.17 -159.71 3.03 -0.15 -0.31 -0.36 1 72.689 66.857 4360.278
10004.49 5062.07 -159.74 3.03 -0.15 -0.3 -0.36 1 72.722 66.948 4359.972
10004.2 5061.98 -159.77 3.03 -0.14 -0.3 -0.36 1 72.766 67.029 4359.669
10003.91 5061.89 -159.8 3.03 -0.14 -0.29 -0.36 1 72.809 67.111 4359.365
10003.62 5061.8 -159.82 3.03 -0.14 -0.28 -0.36 1 72.831 67.172 4359.062
10003.33 5061.71 -159.85 3.03 -0.14 -0.27 -0.36 1 72.874 67.253 4358.759
10003.04 5061.62 -159.88 3.03 -0.14 -0.26 -0.36 1 72.918 67.335 4358.455
10002.75 5061.53 -159.9 3.04 -0.14 -0.25 -0.36 1 72.94 67.396 4358.152
10002.46 5061.43 -159.93 3.04 -0.14 -0.24 -0.36 1 72.974 67.487 4357.846
10002.17 5061.34 -159.95 3.04 -0.14 -0.23 -0.36 1 72.996 67.548 4357.543
10001.88 5061.25 -159.98 3.04 -0.13 -0.22 -0.36 1 73.039 67.629 4357.239
10001.59 5061.16 -160.0 3.04 -0.13 -0.21 -0.36 2 73.062 67.69 4356.936
10001.3 5061.07 -160.02 3.04 -0.13 -0.2 -0.36 2 73.084 67.751 4356.632
10001.01 5060.98 -160.04 3.04 -0.13 -0.19 -0.36 2 73.107 67.812 4356.329
10000.72 5060.89 -160.06 3.04 -0.13 -0.19 -0.36 2 73.129 67.872 4356.026
10000.43 5060.79 -160.08 3.04 -0.13 -0.18 -0.36 2 73.142 67.943 4355.72
10000.14 5060.7 -160.09 3.04 -0.13 -0.17 -0.36 2 73.144 67.983 4355.416
9999.85 5060.61 -160.11 3.05 -0.13 -0.16 -0.36 2 73.166 68.044 4355.113
9999.56 5060.52 -160.12 3.05 -0.13 -0.15 -0.36 2 73.168 68.084 4354.81
9999.27 5060.43 -160.14 3.05 -0.12 -0.14 -0.36 2 73.19 68.144 4354.506
9998.98 5060.34 -160.15 3.05 -0.12 -0.13 -0.36 2 73.192 68.184 4354.203
9998.69 5060.24 -160.16 3.05 -0.12 -0.12 -0.36 2 73.184 68.234 4353.897
9998.4 5060.15 -160.18 3.05 -0.12 -0.11 -0.36 2 73.206 68.295 4353.594
9998.1 5060.06 -160.19 3.05 -0.12 -0.1 -0.36 2 73.21 68.332 4353.281
9997.81 5059.97 -160.2 3.06 -0.12 -0.1 -0.36 2 73.212 68.372 4352.977
9997.52 5059.87 -160.2 3.06 -0.12 -0.09 -0.36 2 73.183 68.401 4352.671
9997.23 5059.78 -160.21 3.06 -0.12 -0.08 -0.36 2 73.185 68.441 4352.368
9996.94 5059.69 -160.22 3.06 -0.12 -0.07 -0.36 2 73.186 68.481 4352.064
9996.65 5059.6 -160.23 3.06 -0.12 -0.07 -0.36 2 73.188 68.521 4351.761
9996.35 5059.5 -160.23 3.06 -0.11 -0.06 -0.36 2 73.161 68.548 4351.445
9996.06 5059.41 -160.24 3.06 -0.11 -0.06 -0.36 2 73.163 68.588 4351.142
9995.77 5059.32 -160.25 3.07 -0.11 -0.05 -0.36 2 73.165 68.628 4350.839
9995.48 5059.23 -160.25 3.07 -0.11 -0.05 -0.36 2 73.145 68.647 4350.535
9995.19 5059.13 -160.26 3.07 -0.11 -0.04 -0.36 2 73.137 68.697 4350.229
9994.89 5059.04 -160.26 3.07 -0.11 -0.04 -0.36 2 73.121 68.713 4349.916
9994.6 5058.95 -160.26 3.07 -0.11 -0.04 -0.36 2 73.101 68.733 4349.613
9994.31 5058.85 -160.27 3.07 -0.11 -0.03 -0.36 2 73.093 68.782 4349.307
9994.01 5058.76 -160.27 3.07 -0.11 -0.03 -0.36 2 73.076 68.799 4348.994
9993.72 5058.66 -160.27 3.07 -0.11 -0.03 -0.36 2 73.048 68.828 4348.688
9993.43 5058.57 -160.28 3.07 -0.1 -0.03 -0.36 2 73.049 68.868 4348.385
9993.14 5058.48 -160.28 3.07 -0.1 -0.03 -0.36 2 73.03 68.887 4348.081
9992.84 5058.38 -160.28 3.07 -0.1 -0.03 -0.36 2 73.003 68.914 4347.766
9992.55 5058.29 -160.28 3.07 -0.1 -0.03 -0.36 2 72.984 68.933 4347.462
9992.26 5058.19 -160.29 3.07 -0.1 -0.03 -0.36 2 72.976 68.982 4347.156
9991.97 5058.1 -160.29 3.07 -0.1 -0.03 -0.36 2 72.957 69.002 4346.853
9991.67 5058.01 -160.3 3.07 -0.1 -0.04 -0.36 2 72.961 69.039 4346.54
9991.38 5057.91 -160.3 3.07 -0.1 -0.04 -0.36 2 72.932 69.068 4346.234
9991.09 5057.82 -160.3 3.07 -0.09 -0.04 -0.36 2 72.913 69.087 4345.931
9990.8 5057.72 -160.31 3.07 -0.09 -0.05 -0.36 2 72.905 69.137 4345.625
9990.5 5057.63 -160.31 3.07 -0.09 -0.05 -0.36 2 72.888 69.154 4345.312
9990.21 5057.53 -160.32 3.07 -0.09 -0.06 -0.36 2 72.88 69.203 4345.006
9989.92 5057.44 -160.32 3.07 -0.09 -0.06 -0.36 2 72.861 69.223 4344.702
9989.63 5057.34 -160.33 3.07 -0.09 -0.07 -0.36 2 72.853 69.272 4344.396
9989.34 5057.25 -160.34 3.07 -0.08 -0.08 -0.36 2 72.854 69.312 4344.093
9989.04 5057.15 -160.35 3.07 -0.08 -0.08 -0.36 2 72.849 69.36 4343.777
9988.75 5057.06 -160.36 3.06 -0.08 -0.09 -0.36 2 72.85 69.4 4343.474
9988.46 5056.96 -160.37 3.06 -0.08 -0.1 -0.36 2 72.842 69.449 4343.168
9988.17 5056.87 -160.38 3.06 -0.08 -0.11 -0.36 2 72.844 69.489 4342.865
9987.88 5056.77 -160.39 3.06 -0.08 -0.12 -0.36 2 72.836 69.539 4342.559
9987.59 5056.67 -160.4 3.06 -0.07 -0.13 -0.36 2 72.828 69.589 4342.253
9987.3 5056.58 -160.41 3.05 -0.07 -0.13 -0.36 2 72.83 69.629 4341.949
9987.01 5056.48 -160.43 3.05 -0.07 -0.14 -0.36 2 72.842 69.699 4341.644
