Navio: Aframax
Cenário: Severo
Manobra: Entrada
Corrente: N 1nó 
Vento: SE 25 nós 
Onda: 2.25m 12s SE 

zz vx vy vzz rudder_demanded propeller_demanded distance_midline distance_target
-154.13 3.19 -0.67 0.31 -0.0 2 14.937 6054.736
-154.1 3.19 -0.67 0.3 -0.0 2 14.935 6054.406
-154.07 3.19 -0.68 0.29 -0.0 2 14.94 6054.088
-154.04 3.19 -0.68 0.27 -0.0 2 14.938 6053.759
-154.01 3.19 -0.68 0.26 -0.0 2 14.935 6053.429
-153.99 3.19 -0.68 0.25 -0.0 2 14.93 6053.109
-153.96 3.18 -0.69 0.24 -0.0 2 14.928 6052.779
-153.94 3.18 -0.69 0.22 -0.0 2 14.923 6052.459
-153.92 3.18 -0.69 0.21 -0.0 2 14.931 6052.131
-153.9 3.18 -0.69 0.2 -0.0 2 14.928 6051.802
-153.88 3.18 -0.69 0.18 -0.0 2 14.924 6051.481
-153.87 3.18 -0.69 0.17 -0.0 2 14.921 6051.152
-153.85 3.17 -0.69 0.16 -0.0 2 14.926 6050.834
-153.84 3.17 -0.69 0.14 -0.0 2 14.924 6050.504
-153.82 3.17 -0.69 0.13 -0.0 2 14.919 6050.184
-153.81 3.16 -0.69 0.12 -0.0 2 14.917 6049.854
-153.8 3.16 -0.69 0.11 -0.0 2 14.922 6049.536
-153.79 3.16 -0.69 0.09 -0.0 2 14.919 6049.207
-153.78 3.15 -0.69 0.08 -0.0 2 14.915 6048.886
-153.78 3.15 -0.69 0.07 -0.0 2 14.919 6048.569
-153.77 3.14 -0.69 0.06 -0.0 2 14.917 6048.239
-153.77 3.14 -0.69 0.05 -0.0 2 14.912 6047.919
-153.76 3.14 -0.69 0.04 -0.0 2 14.908 6047.599
-153.76 3.13 -0.69 0.03 -0.0 2 14.913 6047.281
-153.76 3.13 -0.68 0.02 -0.0 2 14.908 6046.961
-153.76 3.12 -0.68 0.01 -0.0 2 14.903 6046.641
-153.76 3.12 -0.68 0.0 -0.0 2 14.908 6046.323
-153.76 3.11 -0.68 -0.01 -0.0 2 14.903 6046.003
-153.76 3.11 -0.67 -0.01 -0.0 2 14.899 6045.683
-153.76 3.1 -0.67 -0.02 -0.0 2 14.904 6045.365
-153.77 3.09 -0.67 -0.03 -0.0 2 14.899 6045.045
-153.77 3.09 -0.67 -0.03 -0.0 2 14.892 6044.735
-153.78 3.08 -0.66 -0.04 -0.0 2 14.897 6044.417
-153.78 3.08 -0.66 -0.04 -0.0 2 14.892 6044.097
