Navio: Aframax
Cenário: Severo
Manobra: Entrada
Corrente: N 1nó 
Vento: SE 25 nós 
Onda: 2.25m 12s SE 

x y zz vx vy vzz rudder_demanded propeller_demanded distance_port distance_starboard distance_target
11648.94 5440.84 -163.84 3.21 -0.32 -0.22 -0.17 1 62.269 94.884 6046.829
11648.63 5440.78 -163.86 3.21 -0.31 -0.22 -0.17 1 62.326 94.912 6046.514
11648.31 5440.72 -163.88 3.2 -0.31 -0.22 -0.17 1 62.386 94.937 6046.189
11647.99 5440.66 -163.9 3.2 -0.31 -0.22 -0.17 1 62.445 94.962 6045.864
11647.68 5440.6 -163.92 3.19 -0.3 -0.22 -0.17 1 62.502 94.99 6045.549
11647.36 5440.54 -163.94 3.19 -0.3 -0.22 -0.17 1 62.562 95.015 6045.224
11647.05 5440.48 -163.97 3.18 -0.29 -0.22 -0.17 1 62.64 95.064 6044.909
11646.74 5440.42 -163.99 3.18 -0.29 -0.21 -0.17 1 62.697 95.092 6044.593
11646.42 5440.36 -164.01 3.18 -0.29 -0.21 -0.17 1 62.756 95.117 6044.268
11646.11 5440.3 -164.03 3.17 -0.28 -0.21 -0.17 1 62.813 95.144 6043.953
11645.8 5440.24 -164.05 3.17 -0.28 -0.21 -0.17 1 62.87 95.172 6043.638
11645.49 5440.18 -164.07 3.16 -0.27 -0.21 -0.17 1 62.927 95.2 6043.323
11645.17 5440.12 -164.09 3.16 -0.27 -0.21 -0.17 1 62.987 95.225 6042.998
11644.86 5440.06 -164.11 3.16 -0.27 -0.2 -0.17 1 63.044 95.253 6042.683
11644.55 5440.0 -164.13 3.16 -0.26 -0.2 -0.17 1 63.101 95.28 6042.368
11644.24 5439.94 -164.15 3.15 -0.26 -0.2 -0.17 1 63.158 95.308 6042.052
11643.93 5439.88 -164.17 3.15 -0.26 -0.19 -0.17 1 63.215 95.336 6041.737
11643.62 5439.82 -164.19 3.15 -0.25 -0.19 -0.17 1 63.272 95.363 6041.422
11643.31 5439.75 -164.21 3.15 -0.25 -0.19 -0.21 1 63.32 95.401 6041.104
11643.0 5439.69 -164.23 3.14 -0.25 -0.19 -0.21 1 63.377 95.429 6040.789
11642.69 5439.63 -164.25 3.14 -0.24 -0.18 -0.21 1 63.434 95.456 6040.474
11642.38 5439.57 -164.27 3.14 -0.24 -0.18 -0.21 1 63.491 95.484 6040.159
11642.08 5439.51 -164.28 3.14 -0.24 -0.17 -0.21 1 63.524 95.493 6039.853
11641.77 5439.45 -164.3 3.14 -0.24 -0.17 -0.29 1 63.581 95.52 6039.538
11641.46 5439.38 -164.32 3.14 -0.24 -0.17 -0.29 1 63.629 95.558 6039.22
11641.15 5439.32 -164.33 3.14 -0.23 -0.16 -0.29 1 63.665 95.564 6038.905
11640.84 5439.26 -164.35 3.14 -0.23 -0.16 -0.29 1 63.722 95.592 6038.59
11640.53 5439.2 -164.37 3.14 -0.23 -0.15 -0.29 1 63.779 95.62 6038.275
11640.23 5439.13 -164.38 3.14 -0.23 -0.15 -0.29 1 63.803 95.638 6037.967
11639.92 5439.07 -164.4 3.14 -0.23 -0.14 -0.29 1 63.86 95.666 6037.651
11639.61 5439.01 -164.41 3.14 -0.23 -0.14 -0.29 1 63.896 95.673 6037.336
11639.3 5438.95 -164.42 3.14 -0.22 -0.14 -0.29 1 63.932 95.679 6037.021
11638.99 5438.88 -164.44 3.14 -0.22 -0.13 -0.29 1 63.979 95.716 6036.703
11638.68 5438.82 -164.45 3.14 -0.22 -0.13 -0.32 1 64.015 95.723 6036.388
11638.38 5438.76 -164.46 3.14 -0.22 -0.12 -0.32 1 64.049 95.732 6036.083
11638.07 5438.7 -164.47 3.14 -0.22 -0.12 -0.32 1 64.084 95.738 6035.767
11637.76 5438.63 -164.49 3.14 -0.22 -0.11 -0.32 1 64.132 95.776 6035.45
11637.45 5438.57 -164.5 3.14 -0.22 -0.11 -0.32 1 64.168 95.782 6035.134
11637.14 5438.51 -164.51 3.15 -0.22 -0.1 -0.33 1 64.204 95.789 6034.819
11636.83 5438.45 -164.52 3.15 -0.22 -0.1 -0.33 1 64.24 95.795 6034.504
11636.52 5438.38 -164.53 3.15 -0.22 -0.09 -0.33 1 64.266 95.811 6034.186
11636.21 5438.32 -164.54 3.15 -0.22 -0.09 -0.33 1 64.302 95.818 6033.871
11635.9 5438.26 -164.55 3.16 -0.23 -0.08 -0.33 1 64.338 95.825 6033.556
11635.59 5438.2 -164.55 3.16 -0.23 -0.08 -0.36 1 64.352 95.81 6033.241
11635.28 5438.13 -164.56 3.16 -0.23 -0.07 -0.36 1 64.378 95.826 6032.923
11634.97 5438.07 -164.57 3.16 -0.23 -0.07 -0.36 1 64.414 95.833 6032.608
