Navio: Suezmax
Cenário: Severo
Manobra: Entrada
Corrente: N 1nó 
Vento: SE 25 nós 
Onda: 2.25m 12s SE 

zz vx vy vzz rudder_demanded propeller_demanded distance_midline distance_target
-160.97 3.1 -0.28 -0.2 -0.34 0 3.724 4341.211
-160.99 3.1 -0.28 -0.19 -0.34 0 3.727 4340.903
-161.01 3.09 -0.28 -0.19 -0.34 0 3.72 4340.592
-161.03 3.09 -0.28 -0.19 -0.34 0 3.722 4340.284
-161.05 3.09 -0.27 -0.18 -0.34 0 3.725 4339.976
-161.07 3.09 -0.27 -0.18 -0.34 0 3.718 4339.666
-161.08 3.09 -0.27 -0.18 -0.34 0 3.723 4339.348
-161.1 3.09 -0.27 -0.17 -0.34 0 3.716 4339.038
-161.12 3.08 -0.27 -0.17 -0.34 0 3.718 4338.73
-161.14 3.08 -0.26 -0.17 -0.34 0 3.711 4338.42
-161.15 3.08 -0.26 -0.16 -0.34 0 3.714 4338.112
-161.17 3.08 -0.26 -0.16 -0.34 0 3.707 4337.801
-161.19 3.08 -0.25 -0.16 -0.34 0 3.709 4337.493
-161.2 3.08 -0.25 -0.15 -0.34 0 3.702 4337.183
-161.22 3.07 -0.25 -0.15 -0.34 0 3.705 4336.875
-161.23 3.07 -0.24 -0.15 -0.34 0 3.695 4336.574
-161.24 3.07 -0.24 -0.14 -0.34 0 3.698 4336.266
-161.26 3.07 -0.24 -0.14 -0.34 0 3.691 4335.956
-161.27 3.07 -0.23 -0.13 -0.34 0 3.684 4335.645
-161.29 3.07 -0.23 -0.13 -0.34 0 3.686 4335.337
-161.3 3.06 -0.23 -0.13 -0.34 0 3.677 4335.036
-161.31 3.06 -0.22 -0.12 -0.34 0 3.67 4334.726
-161.32 3.06 -0.22 -0.12 -0.34 1 3.673 4334.418
-161.33 3.06 -0.22 -0.11 -0.34 1 3.665 4334.107
-161.35 3.06 -0.21 -0.11 -0.34 1 3.656 4333.807
-161.36 3.06 -0.21 -0.11 -0.34 1 3.649 4333.496
-161.37 3.06 -0.21 -0.1 -0.34 1 3.652 4333.188
-161.38 3.05 -0.2 -0.1 -0.34 1 3.642 4332.887
-161.39 3.05 -0.2 -0.1 -0.34 1 3.635 4332.577
-161.4 3.05 -0.2 -0.09 -0.34 1 3.626 4332.276
-161.41 3.05 -0.19 -0.09 -0.34 1 3.618 4331.966
-161.42 3.05 -0.19 -0.09 -0.34 1 3.609 4331.665
-161.42 3.05 -0.18 -0.09 -0.34 1 3.602 4331.354
-161.43 3.05 -0.18 -0.08 -0.34 1 3.593 4331.054
-161.44 3.05 -0.18 -0.08 -0.34 1 3.585 4330.743
-161.45 3.05 -0.17 -0.08 -0.34 1 3.576 4330.442
-161.46 3.05 -0.17 -0.07 -0.34 1 3.569 4330.132
-161.46 3.04 -0.17 -0.07 -0.34 1 3.559 4329.831
-161.47 3.04 -0.16 -0.07 -0.34 1 3.55 4329.53
-161.48 3.04 -0.16 -0.07 -0.34 1 3.543 4329.22
-161.48 3.04 -0.16 -0.07 -0.34 1 3.533 4328.919
-161.49 3.04 -0.15 -0.07 -0.34 1 3.524 4328.618
-161.5 3.04 -0.15 -0.06 -0.34 1 3.507 4328.305
-161.5 3.04 -0.15 -0.06 -0.34 1 3.498 4328.004
-161.51 3.04 -0.14 -0.06 -0.34 1 3.488 4327.703
-161.52 3.04 -0.14 -0.06 -0.34 1 3.471 4327.39
-161.52 3.04 -0.14 -0.06 -0.34 1 3.462 4327.089
-161.53 3.04 -0.14 -0.06 -0.34 1 3.453 4326.789
-161.53 3.04 -0.13 -0.06 -0.34 1 3.436 4326.476
-161.54 3.04 -0.13 -0.06 -0.34 1 3.426 4326.175
-161.55 3.04 -0.13 -0.06 -0.34 1 3.417 4325.874
-161.55 3.04 -0.13 -0.06 -0.34 1 3.398 4325.571
-161.56 3.04 -0.12 -0.06 -0.34 1 3.391 4325.26
-161.56 3.04 -0.12 -0.06 -0.34 1 3.371 4324.957
-161.57 3.04 -0.12 -0.06 -0.34 1 3.362 4324.656
-161.58 3.04 -0.12 -0.06 -0.34 1 3.343 4324.353
-161.58 3.04 -0.12 -0.06 -0.34 1 3.336 4324.042
-161.59 3.05 -0.12 -0.06 -0.34 1 3.317 4323.739
-161.59 3.05 -0.11 -0.06 -0.34 1 3.307 4323.438
-161.6 3.05 -0.11 -0.07 -0.34 1 3.288 4323.134
-161.61 3.05 -0.11 -0.07 -0.34 1 3.281 4322.824
-161.61 3.05 -0.11 -0.07 -0.34 1 3.262 4322.521
-161.62 3.05 -0.11 -0.07 -0.34 1 3.252 4322.22
-161.63 3.05 -0.11 -0.07 -0.34 1 3.235 4321.907
-161.64 3.05 -0.11 -0.07 -0.34 1 3.226 4321.606
-161.64 3.05 -0.11 -0.07 -0.34 1 3.207 4321.303
-161.65 3.05 -0.11 -0.08 -0.34 1 3.188 4320.999
-161.66 3.05 -0.11 -0.08 -0.34 1 3.181 4320.689
-161.67 3.06 -0.11 -0.08 -0.34 1 3.161 4320.385
-161.67 3.06 -0.11 -0.08 -0.34 1 3.154 4320.075
-161.68 3.06 -0.11 -0.08 -0.34 1 3.135 4319.771
-161.69 3.06 -0.11 -0.08 -0.34 1 3.116 4319.468
-161.7 3.06 -0.11 -0.09 -0.34 1 3.109 4319.158
-161.71 3.06 -0.11 -0.09 -0.34 1 3.09 4318.854
-161.72 3.06 -0.11 -0.09 -0.34 1 3.083 4318.544
-161.72 3.07 -0.11 -0.09 -0.34 1 3.063 4318.24
-161.73 3.07 -0.12 -0.09 -0.34 1 3.054 4317.939
-161.74 3.07 -0.12 -0.09 -0.34 1 3.037 4317.626
-161.75 3.07 -0.12 -0.09 -0.34 1 3.028 4317.326
-161.76 3.07 -0.12 -0.1 -0.34 1 3.011 4317.013
-161.77 3.07 -0.12 -0.1 -0.34 1 3.004 4316.702
-161.78 3.08 -0.12 -0.1 -0.34 1 2.985 4316.399
-161.79 3.08 -0.13 -0.1 -0.34 1 2.978 4316.088
-161.8 3.08 -0.13 -0.1 -0.34 1 2.958 4315.785
-161.81 3.08 -0.13 -0.1 -0.34 1 2.951 4315.474
-161.82 3.08 -0.13 -0.1 -0.37 1 2.944 4315.164
-161.83 3.08 -0.14 -0.1 -0.37 1 2.927 4314.851
-161.84 3.09 -0.14 -0.1 -0.37 1 2.918 4314.55
-161.85 3.09 -0.14 -0.1 -0.37 1 2.911 4314.24
-161.86 3.09 -0.15 -0.1 -0.37 1 2.904 4313.929
-161.87 3.09 -0.15 -0.1 -0.61 1 2.887 4313.616
-161.88 3.09 -0.15 -0.1 -0.61 1 2.88 4313.305
-161.89 3.1 -0.16 -0.1 -0.61 1 2.87 4313.005
-161.9 3.1 -0.16 -0.1 -0.61 1 2.863 4312.694
-161.91 3.1 -0.16 -0.1 -0.61 1 2.856 4312.384
-161.92 3.1 -0.17 -0.1 -0.61 1 2.849 4312.073
-161.93 3.1 -0.17 -0.1 -0.61 1 2.842 4311.763
-161.94 3.11 -0.17 -0.1 -0.61 1 2.835 4311.452
-161.95 3.11 -0.18 -0.09 -0.61 1 2.828 4311.142
-161.96 3.11 -0.18 -0.09 -0.61 1 2.823 4310.822
-161.97 3.11 -0.19 -0.09 -0.59 1 2.816 4310.511
-161.98 3.11 -0.19 -0.09 -0.59 1 2.809 4310.201
-161.99 3.12 -0.19 -0.09 -0.59 1 2.802 4309.89
-162.0 3.12 -0.2 -0.08 -0.59 1 2.795 4309.58
-162.0 3.12 -0.2 -0.08 -0.59 1 2.8 4309.262
-162.01 3.12 -0.21 -0.08 -0.53 1 2.793 4308.952
-162.02 3.12 -0.21 -0.08 -0.53 1 2.786 4308.641
-162.03 3.13 -0.22 -0.07 -0.53 1 2.791 4308.324
-162.03 3.13 -0.22 -0.07 -0.53 1 2.784 4308.013
-162.04 3.13 -0.22 -0.07 -0.53 1 2.788 4307.695
-162.05 3.13 -0.23 -0.07 -0.53 1 2.781 4307.385
-162.05 3.13 -0.23 -0.06 -0.53 1 2.786 4307.067
-162.06 3.13 -0.24 -0.06 -0.53 1 2.779 4306.757
-162.07 3.14 -0.24 -0.06 -0.53 1 2.784 4306.439
-162.07 3.14 -0.25 -0.05 -0.53 1 2.787 4306.131
-162.08 3.14 -0.25 -0.05 -0.53 1 2.782 4305.811
-162.08 3.14 -0.25 -0.05 -0.53 1 2.787 4305.494
-162.09 3.14 -0.26 -0.04 -0.53 1 2.79 4305.186
-162.09 3.14 -0.26 -0.04 -0.53 1 2.795 4304.868
-162.09 3.15 -0.26 -0.04 -0.53 1 2.79 4304.548
-162.1 3.15 -0.27 -0.03 -0.53 1 2.793 4304.24
-162.1 3.15 -0.27 -0.03 -0.53 1 2.798 4303.923
-162.1 3.15 -0.28 -0.03 -0.53 1 2.803 4303.605
-162.1 3.15 -0.28 -0.02 -0.53 1 2.808 4303.287
-162.11 3.15 -0.28 -0.02 -0.53 1 2.813 4302.97
-162.11 3.15 -0.29 -0.02 -0.53 1 2.818 4302.652
-162.11 3.15 -0.29 -0.01 -0.53 1 2.82 4302.344
-162.11 3.15 -0.29 -0.01 -0.53 1 2.825 4302.027
-162.11 3.15 -0.3 -0.01 -0.53 1 2.83 4301.709
-162.11 3.16 -0.3 -0.0 -0.53 1 2.835 4301.392
-162.11 3.16 -0.3 -0.0 -0.53 1 2.85 4301.077
-162.11 3.16 -0.3 0.0 -0.53 1 2.855 4300.759
-162.11 3.16 -0.31 0.0 -0.53 1 2.86 4300.441
-162.11 3.16 -0.31 0.01 -0.53 1 2.865 4300.124
-162.11 3.16 -0.31 0.01 -0.53 1 2.879 4299.809
-162.11 3.16 -0.31 0.01 -0.53 1 2.884 4299.491
-162.11 3.16 -0.32 0.01 -0.53 1 2.889 4299.174
-162.1 3.16 -0.32 0.02 -0.53 1 2.894 4298.856
-162.1 3.16 -0.32 0.02 -0.53 1 2.909 4298.541
-162.1 3.16 -0.32 0.02 -0.53 1 2.914 4298.223
-162.1 3.16 -0.32 0.02 -0.53 1 2.919 4297.906
-162.1 3.16 -0.33 0.02 -0.53 1 2.934 4297.591
-162.09 3.16 -0.33 0.02 -0.53 1 2.939 4297.273
-162.09 3.16 -0.33 0.02 -0.53 1 2.956 4296.949
-162.09 3.16 -0.33 0.02 -0.53 1 2.961 4296.631
-162.09 3.16 -0.33 0.02 -0.53 1 2.966 4296.313
-162.09 3.16 -0.33 0.02 -0.53 1 2.98 4295.998
-162.08 3.16 -0.33 0.02 -0.53 1 2.985 4295.681
-162.08 3.16 -0.33 0.02 -0.53 1 3.0 4295.366
-162.08 3.16 -0.33 0.02 -0.53 1 3.005 4295.048
-162.08 3.16 -0.34 0.02 -0.53 1 3.02 4294.733
-162.07 3.16 -0.34 0.02 -0.53 1 3.025 4294.416
-162.07 3.15 -0.34 0.02 -0.53 1 3.04 4294.101
-162.07 3.15 -0.34 0.02 -0.53 1 3.045 4293.783
-162.07 3.15 -0.34 0.01 -0.53 1 3.059 4293.468
-162.07 3.15 -0.34 0.01 -0.53 1 3.064 4293.15
-162.07 3.15 -0.34 0.01 -0.53 1 3.079 4292.835
-162.07 3.15 -0.34 0.01 -0.53 1 3.084 4292.518
-162.07 3.15 -0.34 0.0 -0.53 1 3.099 4292.203
-162.07 3.15 -0.34 0.0 -0.53 1 3.104 4291.885
-162.07 3.15 -0.34 -0.0 -0.53 1 3.118 4291.57
-162.07 3.15 -0.34 -0.01 -0.53 1 3.123 4291.253
-162.07 3.15 -0.33 -0.01 -0.53 1 3.138 4290.938
-162.07 3.14 -0.33 -0.01 -0.53 1 3.143 4290.62
-162.07 3.14 -0.33 -0.02 -0.53 1 3.158 4290.305
-162.07 3.14 -0.33 -0.02 -0.53 1 3.163 4289.987
-162.07 3.14 -0.33 -0.03 -0.53 1 3.177 4289.672
-162.08 3.14 -0.33 -0.03 -0.53 1 3.182 4289.355
-162.08 3.14 -0.33 -0.04 -0.53 1 3.197 4289.04
-162.08 3.14 -0.33 -0.04 -0.53 1 3.202 4288.722
-162.09 3.13 -0.33 -0.05 -0.53 1 3.214 4288.417
-162.09 3.13 -0.33 -0.05 -0.53 1 3.219 4288.099
-162.1 3.13 -0.33 -0.06 -0.53 1 3.234 4287.784
-162.11 3.13 -0.32 -0.06 -0.53 1 3.239 4287.467
-162.11 3.13 -0.32 -0.07 -0.53 1 3.254 4287.152
-162.12 3.13 -0.32 -0.07 -0.53 1 3.256 4286.844
-162.13 3.13 -0.32 -0.08 -0.53 1 3.261 4286.526
-162.13 3.12 -0.32 -0.09 -0.53 1 3.276 4286.211
-162.14 3.12 -0.32 -0.09 -0.53 1 3.281 4285.894
-162.15 3.12 -0.32 -0.1 -0.53 1 3.293 4285.588
-162.16 3.12 -0.31 -0.1 -0.53 1 3.298 4285.271
-162.17 3.12 -0.31 -0.11 -0.53 1 3.311 4284.965
-162.18 3.12 -0.31 -0.12 -0.53 1 3.316 4284.648
-162.2 3.11 -0.31 -0.12 -0.53 1 3.33 4284.333
-162.21 3.11 -0.31 -0.13 -0.53 1 3.333 4284.025
-162.22 3.11 -0.31 -0.13 -0.53 1 3.338 4283.707
-162.23 3.11 -0.3 -0.14 -0.53 1 3.35 4283.402
-162.25 3.11 -0.3 -0.14 -0.53 1 3.355 4283.084
-162.26 3.11 -0.3 -0.15 -0.53 1 3.368 4282.779
-162.28 3.1 -0.3 -0.16 -0.53 1 3.373 4282.461
-162.29 3.1 -0.3 -0.16 -0.53 1 3.375 4282.153
-162.31 3.1 -0.3 -0.17 -0.53 1 3.39 4281.838
-162.33 3.1 -0.29 -0.17 -0.53 1 3.393 4281.53
-162.34 3.1 -0.29 -0.18 -0.53 1 3.407 4281.215
