Navio: Aframax
Cenário: Severo
Manobra: Entrada
Corrente: N 1nó 
Vento: SE 25 nós 
Onda: 2.25m 12s SE 

zz vx vy vzz rudder_demanded propeller_demanded distance_midline distance_target
-158.0 3.08 -0.0 -0.0 -0.0 0 7.79 4402.844
-158.0 3.08 -0.0 -0.0 -0.0 0 7.749 4402.546
-158.0 3.08 -0.0 -0.0 -0.0 0 7.7 4402.234
-158.0 3.08 -0.0 -0.0 -0.0 0 7.659 4401.936
-158.0 3.08 -0.0 -0.0 -0.0 0 7.611 4401.624
-158.0 3.08 -0.01 -0.01 -0.0 0 7.573 4401.316
-158.0 3.08 -0.01 -0.01 -0.0 0 7.522 4401.015
-158.0 3.08 -0.01 -0.01 -0.0 0 7.483 4400.706
-158.0 3.08 -0.01 -0.01 -0.0 0 7.435 4400.395
-158.0 3.08 -0.01 -0.01 -0.0 0 7.394 4400.096
-158.01 3.08 -0.01 -0.01 -0.0 0 7.346 4399.785
-158.01 3.08 -0.01 -0.01 -0.0 0 7.305 4399.486
-158.01 3.08 -0.01 -0.01 -0.0 0 7.266 4399.178
-158.01 3.08 -0.01 -0.01 -0.0 0 7.218 4398.866
-158.01 3.08 -0.01 -0.01 -0.0 0 7.177 4398.568
-158.01 3.08 -0.02 -0.01 -0.0 0 7.128 4398.256
-158.01 3.08 -0.02 -0.01 -0.0 0 7.09 4397.948
-158.01 3.08 -0.02 -0.01 -0.0 0 7.049 4397.649
-158.01 3.08 -0.02 -0.02 -0.0 0 7.001 4397.338
-158.02 3.08 -0.02 -0.02 -0.0 0 6.962 4397.029
-158.02 3.08 -0.02 -0.02 -0.0 0 6.911 4396.728
-158.02 3.08 -0.02 -0.02 -0.0 0 6.873 4396.419
-158.02 3.08 -0.02 -0.02 -0.0 0 6.834 4396.111
-158.02 3.08 -0.02 -0.02 -0.0 0 6.783 4395.81
-158.03 3.08 -0.02 -0.02 -0.0 0 6.745 4395.501
-158.03 3.08 -0.02 -0.02 -0.0 0 6.706 4395.192
-158.03 3.08 -0.03 -0.02 -0.0 0 6.665 4394.894
-158.03 3.08 -0.03 -0.02 -0.0 0 6.617 4394.583
-158.03 3.08 -0.03 -0.02 -0.0 0 6.578 4394.274
-158.04 3.08 -0.03 -0.02 -0.0 0 6.537 4393.975
-158.04 3.08 -0.03 -0.02 -0.0 0 6.489 4393.664
-158.04 3.08 -0.03 -0.02 -0.0 0 6.45 4393.356
-158.04 3.08 -0.03 -0.02 -0.0 3 6.409 4393.057
-158.05 3.08 -0.03 -0.03 -0.0 3 6.371 4392.748
-158.05 3.08 -0.03 -0.03 -0.0 3 6.323 4392.437
-158.05 3.08 -0.03 -0.03 -0.0 3 6.284 4392.129
-158.05 3.08 -0.04 -0.03 -0.0 3 6.243 4391.83
-158.06 3.08 -0.04 -0.03 -0.0 3 6.204 4391.521
-158.06 3.08 -0.04 -0.03 -0.0 3 6.166 4391.213
-158.06 3.08 -0.04 -0.03 -0.0 3 6.125 4390.914
-158.06 3.08 -0.04 -0.03 -0.0 3 6.077 4390.603
-158.07 3.08 -0.04 -0.03 -0.0 3 6.038 4390.294
-158.07 3.08 -0.04 -0.03 -0.03 3 5.999 4389.986
-158.07 3.08 -0.04 -0.03 -0.03 3 5.958 4389.687
-158.08 3.08 -0.04 -0.03 -0.03 3 5.92 4389.378
-158.08 3.08 -0.04 -0.03 -0.03 3 5.881 4389.07
-158.08 3.08 -0.05 -0.03 -0.03 3 5.843 4388.761
-158.09 3.08 -0.05 -0.03 -0.09 3 5.802 4388.462
-158.09 3.08 -0.05 -0.03 -0.09 3 5.763 4388.154
-158.09 3.08 -0.05 -0.03 -0.09 3 5.724 4387.845
-158.1 3.08 -0.05 -0.03 -0.09 3 5.676 4387.534
