time_stamp x y zz vx vy vzz rudder_demanded_orientation_0 propeller_demanded_direction_0 propeller_demanded_rpm_0
0.0 10820.65 5262.22 -160.0 4.11 -0.26 -0.0 0.0 0.0 2.56
0.1 10820.25 5262.11 -160.0 4.11 -0.26 -0.0 0.0 0.0 2.56
0.2 10819.86 5261.99 -160.0 4.11 -0.26 -0.0 0.0 0.0 2.56
0.3 10819.46 5261.87 -160.0 4.11 -0.26 -0.0 0.0 0.0 2.56
0.4 10819.07 5261.76 -160.0 4.11 -0.26 -0.0 0.0 0.0 2.56
0.5 10818.67 5261.64 -160.0 4.11 -0.26 -0.0 0.0 0.0 2.56
0.6 10818.28 5261.52 -160.0 4.11 -0.26 -0.0 0.0 0.0 2.56
0.7 10817.88 5261.41 -160.0 4.11 -0.26 -0.0 0.0 0.0 2.56
0.8 10817.49 5261.29 -160.0 4.11 -0.26 -0.0 0.0 0.0 2.56
0.9 10817.09 5261.17 -160.0 4.11 -0.26 -0.0 0.0 0.0 2.56
1.0 10816.7 5261.06 -160.0 4.11 -0.26 -0.0 0.0 0.0 2.56
1.1 10816.3 5260.94 -160.0 4.11 -0.26 -0.0 0.0 0.0 2.56
1.2 10815.91 5260.83 -160.0 4.11 -0.26 -0.0 0.0 0.0 2.56
1.3 10815.51 5260.71 -160.0 4.11 -0.26 -0.0 0.0 0.0 2.56
1.4 10815.12 5260.59 -160.0 4.11 -0.26 -0.0 0.0 0.0 2.56
1.5 10814.72 5260.48 -160.0 4.11 -0.26 -0.0 0.0 0.0 2.56
1.6 10814.33 5260.36 -160.0 4.11 -0.26 -0.0 0.0 0.0 2.56
1.7 10813.93 5260.24 -160.0 4.11 -0.26 -0.0 0.0 0.0 2.56
1.8 10813.54 5260.13 -160.0 4.11 -0.26 -0.0 0.0 0.0 2.56
1.9 10813.14 5260.01 -160.0 4.11 -0.26 -0.0 0.0 0.0 2.56
2.0 10812.75 5259.9 -160.0 4.11 -0.26 -0.0 -0.0 0.0 0.0
2.1 10812.35 5259.78 -160.0 4.11 -0.26 -0.0 -0.0 0.0 0.0
2.2 10811.96 5259.66 -160.0 4.11 -0.26 -0.0 -0.0 0.0 0.0
2.3 10811.56 5259.55 -160.0 4.11 -0.26 -0.0 -0.0 0.0 0.0
2.4 10811.17 5259.43 -160.0 4.11 -0.26 -0.0 -0.0 0.0 0.0
2.5 10810.77 5259.32 -160.0 4.11 -0.26 -0.0 -0.0 0.0 0.0
2.6 10810.38 5259.2 -160.0 4.11 -0.26 -0.0 -0.0 0.0 0.0
2.7 10809.98 5259.08 -160.0 4.11 -0.26 -0.0 -0.0 0.0 0.0
2.8 10809.59 5258.97 -160.0 4.11 -0.26 -0.0 -0.0 0.0 0.0
2.9 10809.19 5258.85 -160.0 4.11 -0.26 -0.0 -0.0 0.0 0.0
3.0 10808.8 5258.74 -160.0 4.11 -0.26 -0.0 -0.0 0.0 0.0
3.1 10808.4 5258.62 -160.0 4.11 -0.26 -0.0 -0.0 0.0 0.0
3.2 10808.01 5258.5 -160.0 4.11 -0.26 -0.0 -0.0 0.0 0.0
3.3 10807.62 5258.39 -160.0 4.1 -0.26 -0.0 -0.0 0.0 0.0
3.4 10807.22 5258.27 -160.0 4.1 -0.26 -0.0 -0.0 0.0 0.0
3.5 10806.83 5258.16 -160.0 4.1 -0.26 -0.0 -0.0 0.0 0.0
3.6 10806.43 5258.04 -160.0 4.1 -0.26 -0.0 -0.0 0.0 0.0
3.7 10806.04 5257.93 -160.0 4.1 -0.26 -0.0 -0.0 0.0 0.0
3.8 10805.64 5257.81 -160.0 4.1 -0.26 -0.0 -0.0 0.0 0.0
3.9 10805.25 5257.69 -160.0 4.1 -0.26 -0.0 -0.0 0.0 0.0
4.0 10804.85 5257.58 -160.0 4.1 -0.26 -0.0 -0.0 0.0 0.0
4.1 10804.46 5257.46 -160.0 4.1 -0.26 -0.0 -0.0 0.0 0.0
4.2 10804.06 5257.35 -160.0 4.1 -0.26 -0.0 -0.0 0.0 0.0
4.3 10803.67 5257.23 -160.0 4.1 -0.26 -0.0 -0.0 0.0 0.0
4.4 10803.27 5257.12 -160.0 4.1 -0.26 -0.0 -0.0 0.0 0.0
4.5 10802.88 5257.0 -160.0 4.1 -0.26 -0.0 -0.0 0.0 0.0
4.6 10802.49 5256.88 -160.0 4.1 -0.26 -0.0 -0.0 0.0 0.0
4.7 10802.09 5256.77 -160.0 4.1 -0.26 -0.0 -0.0 0.0 0.0
4.8 10801.7 5256.65 -160.0 4.1 -0.26 -0.0 -0.0 0.0 0.0
4.9 10801.3 5256.54 -160.0 4.1 -0.27 -0.0 -0.0 0.0 0.0
5.0 10800.91 5256.42 -160.0 4.1 -0.27 -0.0 -0.0 0.0 0.0
5.1 10800.51 5256.31 -160.0 4.1 -0.27 -0.0 -0.0 0.0 0.0
5.2 10800.12 5256.19 -160.0 4.1 -0.27 0.0 -0.0 0.0 0.0
5.3 10799.72 5256.08 -160.0 4.1 -0.27 0.0 -0.0 0.0 0.0
5.4 10799.33 5255.96 -160.0 4.1 -0.27 0.0 -0.0 0.0 0.0
5.5 10798.93 5255.85 -160.0 4.1 -0.27 0.0 -0.0 0.0 0.0
5.6 10798.54 5255.73 -160.0 4.1 -0.27 0.0 -0.0 0.0 0.0
5.7 10798.15 5255.62 -160.0 4.1 -0.27 0.0 -0.0 0.0 0.0
5.8 10797.75 5255.5 -160.0 4.1 -0.27 0.0 -0.0 0.0 0.0
5.9 10797.36 5255.39 -160.0 4.1 -0.27 0.0 -0.0 0.0 0.0
6.0 10796.96 5255.27 -160.0 4.1 -0.27 0.0 -0.0 0.0 0.0
6.1 10796.57 5255.16 -160.0 4.1 -0.27 0.0 -0.0 0.0 0.0
6.2 10796.17 5255.04 -160.0 4.1 -0.27 0.0 -0.0 0.0 0.0
6.3 10795.78 5254.93 -160.0 4.1 -0.27 0.0 -0.0 0.0 0.0
6.4 10795.38 5254.81 -160.0 4.1 -0.27 0.0 -0.0 0.0 0.0
6.5 10794.99 5254.7 -160.0 4.1 -0.27 0.0 -0.0 0.0 0.0
6.6 10794.6 5254.58 -160.0 4.1 -0.27 0.0 -0.0 0.0 0.0
6.7 10794.2 5254.47 -160.0 4.1 -0.27 0.0 -0.0 0.0 0.0
6.8 10793.81 5254.35 -160.0 4.1 -0.27 0.0 -0.0 0.0 0.0
6.9 10793.41 5254.24 -160.0 4.1 -0.27 0.0 -0.0 0.0 0.0
7.0 10793.02 5254.12 -160.0 4.1 -0.27 0.0 -0.0 0.0 0.0
7.1 10792.62 5254.01 -160.0 4.1 -0.27 0.0 -0.0 0.0 0.0
7.2 10792.23 5253.89 -160.0 4.1 -0.27 0.0 -0.0 0.0 0.0
7.3 10791.83 5253.78 -160.0 4.1 -0.27 0.0 -0.0 0.0 0.0
7.4 10791.44 5253.66 -160.0 4.1 -0.27 0.0 -0.0 0.0 0.0
7.5 10791.04 5253.55 -160.0 4.1 -0.27 0.0 -0.0 0.0 0.0
7.6 10790.65 5253.43 -160.0 4.1 -0.27 0.0 -0.0 0.0 0.0
7.7 10790.26 5253.32 -160.0 4.1 -0.27 0.0 -0.0 0.0 0.0
7.8 10789.86 5253.2 -160.0 4.1 -0.27 0.0 -0.0 0.0 0.0
7.9 10789.47 5253.09 -160.0 4.1 -0.27 0.0 -0.0 0.0 0.0
8.0 10789.07 5252.97 -160.0 4.1 -0.27 0.0 -0.0 0.0 0.0
8.1 10788.68 5252.86 -160.0 4.1 -0.27 0.0 -0.0 0.0 0.0
8.2 10788.28 5252.74 -160.0 4.1 -0.27 0.0 -0.0 0.0 0.0
8.3 10787.89 5252.63 -160.0 4.1 -0.27 0.0 -0.0 0.0 0.0
8.4 10787.49 5252.52 -160.0 4.1 -0.27 0.0 -0.0 0.0 0.0
8.5 10787.1 5252.4 -160.0 4.1 -0.27 0.0 -0.0 0.0 0.0
8.6 10786.71 5252.29 -160.0 4.1 -0.27 0.0 -0.0 0.0 0.0
8.7 10786.31 5252.17 -160.0 4.1 -0.27 -0.0 -0.0 0.0 0.0
8.8 10785.92 5252.06 -160.0 4.1 -0.27 -0.0 -0.0 0.0 0.0
8.9 10785.52 5251.94 -160.0 4.1 -0.28 -0.0 -0.0 0.0 0.0
9.0 10785.13 5251.83 -160.0 4.1 -0.28 -0.0 -0.0 0.0 0.0
9.1 10784.73 5251.71 -160.0 4.1 -0.28 -0.01 -0.0 0.0 0.0
9.2 10784.34 5251.6 -160.0 4.1 -0.28 -0.01 -0.0 0.0 0.0
9.3 10783.94 5251.49 -160.0 4.1 -0.28 -0.01 -0.0 0.0 0.0
9.4 10783.55 5251.37 -160.0 4.1 -0.28 -0.01 -0.0 0.0 0.0
9.5 10783.16 5251.26 -160.0 4.09 -0.28 -0.01 -0.0 0.0 0.0
9.6 10782.76 5251.15 -160.01 4.09 -0.28 -0.02 -0.0 0.0 0.0
9.7 10782.37 5251.03 -160.01 4.09 -0.28 -0.02 -0.0 0.0 0.0
9.8 10781.97 5250.92 -160.01 4.09 -0.28 -0.02 -0.0 0.0 0.0
9.9 10781.58 5250.8 -160.01 4.09 -0.28 -0.03 -0.0 0.0 0.0
10.0 10781.18 5250.69 -160.02 4.09 -0.28 -0.03 -0.0 0.0 0.0
10.1 10780.79 5250.58 -160.02 4.09 -0.28 -0.03 -0.0 0.0 0.0
10.2 10780.4 5250.47 -160.02 4.09 -0.28 -0.04 -0.0 0.0 0.0
10.3 10780.0 5250.35 -160.03 4.09 -0.28 -0.04 -0.0 0.0 0.0
10.4 10779.61 5250.24 -160.03 4.09 -0.28 -0.04 -0.0 0.0 0.0
10.5 10779.22 5250.13 -160.03 4.09 -0.29 -0.05 -0.0 0.0 0.0
10.6 10778.82 5250.01 -160.04 4.08 -0.29 -0.05 -0.0 0.0 0.0
10.7 10778.43 5249.9 -160.05 4.08 -0.29 -0.06 -0.0 0.0 0.0
10.8 10778.03 5249.79 -160.05 4.08 -0.29 -0.06 -0.0 0.0 0.0
10.9 10777.64 5249.68 -160.06 4.08 -0.29 -0.06 -0.0 0.0 0.0
11.0 10777.25 5249.56 -160.06 4.08 -0.29 -0.07 -0.0 0.0 0.0
11.1 10776.85 5249.45 -160.07 4.08 -0.29 -0.07 -0.0 0.0 0.0
11.2 10776.46 5249.34 -160.08 4.08 -0.29 -0.07 -0.0 0.0 0.0
11.3 10776.07 5249.23 -160.08 4.07 -0.28 -0.08 -0.0 0.0 0.0
11.4 10775.68 5249.12 -160.09 4.07 -0.28 -0.08 -0.0 0.0 0.0
11.5 10775.28 5249.0 -160.1 4.07 -0.28 -0.08 -0.0 0.0 0.0
11.6 10774.89 5248.89 -160.11 4.07 -0.28 -0.09 -0.0 0.0 0.0
11.7 10774.5 5248.78 -160.12 4.07 -0.28 -0.09 -0.0 0.0 0.0
11.8 10774.11 5248.67 -160.13 4.07 -0.28 -0.09 -0.0 0.0 0.0
11.9 10773.72 5248.56 -160.14 4.06 -0.28 -0.1 -0.0 0.0 0.0
12.0 10773.32 5248.45 -160.15 4.06 -0.28 -0.1 -0.0 0.0 0.0
12.1 10772.93 5248.33 -160.16 4.06 -0.28 -0.1 -0.0 0.0 0.0
12.2 10772.54 5248.22 -160.17 4.06 -0.28 -0.11 -0.0 0.0 0.0
12.3 10772.15 5248.11 -160.18 4.06 -0.28 -0.11 -0.0 0.0 0.0
12.4 10771.76 5248.0 -160.19 4.06 -0.28 -0.11 -0.0 0.0 0.0
12.5 10771.37 5247.89 -160.2 4.05 -0.28 -0.11 -0.0 0.0 0.0
12.6 10770.98 5247.78 -160.21 4.05 -0.27 -0.12 -0.0 0.0 0.0
12.7 10770.59 5247.66 -160.22 4.05 -0.27 -0.12 -0.0 0.0 0.0
12.8 10770.2 5247.55 -160.24 4.05 -0.27 -0.12 -0.0 0.0 0.0
12.9 10769.81 5247.44 -160.25 4.05 -0.27 -0.12 -0.0 0.0 0.0
13.0 10769.42 5247.33 -160.26 4.05 -0.27 -0.12 -0.0 0.0 0.0
13.1 10769.03 5247.22 -160.27 4.04 -0.27 -0.12 -0.0 0.0 0.0
13.2 10768.64 5247.11 -160.28 4.04 -0.27 -0.13 -0.0 0.0 0.0
13.3 10768.25 5247.0 -160.3 4.04 -0.26 -0.13 -0.0 0.0 0.0
13.4 10767.86 5246.89 -160.31 4.04 -0.26 -0.13 -0.0 0.0 0.0
13.5 10767.47 5246.77 -160.32 4.04 -0.26 -0.13 -0.0 0.0 0.0
13.6 10767.08 5246.66 -160.34 4.04 -0.26 -0.13 -0.0 0.0 0.0
13.7 10766.69 5246.55 -160.35 4.04 -0.26 -0.13 -0.0 0.0 0.0
13.8 10766.3 5246.44 -160.36 4.04 -0.26 -0.13 -0.0 0.0 0.0
13.9 10765.91 5246.33 -160.38 4.03 -0.26 -0.13 -0.0 0.0 0.0
14.0 10765.53 5246.22 -160.39 4.03 -0.25 -0.13 -0.0 0.0 0.0
14.1 10765.14 5246.11 -160.4 4.03 -0.25 -0.13 -0.0 0.0 0.0
14.2 10764.75 5245.99 -160.42 4.03 -0.25 -0.13 -0.0 0.0 0.0
14.3 10764.36 5245.88 -160.43 4.03 -0.25 -0.13 -0.0 0.0 0.0
14.4 10763.97 5245.77 -160.44 4.03 -0.25 -0.13 -0.0 0.0 0.0
14.5 10763.58 5245.66 -160.45 4.03 -0.25 -0.13 -0.0 0.0 0.0
14.6 10763.2 5245.55 -160.47 4.03 -0.25 -0.13 -0.0 0.0 0.0
14.7 10762.81 5245.44 -160.48 4.03 -0.24 -0.13 -0.0 0.0 0.0
14.8 10762.42 5245.32 -160.49 4.03 -0.24 -0.13 -0.0 0.0 0.0
14.9 10762.03 5245.21 -160.51 4.03 -0.24 -0.13 -0.0 0.0 0.0
15.0 10761.65 5245.1 -160.52 4.03 -0.24 -0.12 -0.0 0.0 0.0
15.1 10761.26 5244.99 -160.53 4.02 -0.24 -0.12 -0.0 0.0 0.0
15.2 10760.87 5244.88 -160.54 4.02 -0.24 -0.12 -0.0 0.0 0.0
15.3 10760.48 5244.77 -160.55 4.02 -0.24 -0.12 -0.0 0.0 0.0
15.4 10760.1 5244.65 -160.57 4.02 -0.23 -0.12 -0.0 0.0 0.0
15.5 10759.71 5244.54 -160.58 4.02 -0.23 -0.11 -0.0 0.0 0.0
15.6 10759.32 5244.43 -160.59 4.02 -0.23 -0.11 -0.0 0.0 0.0
15.7 10758.94 5244.32 -160.6 4.02 -0.23 -0.11 -0.0 0.0 0.0
15.8 10758.55 5244.21 -160.61 4.02 -0.23 -0.1 -0.0 0.0 0.0
15.9 10758.16 5244.09 -160.62 4.02 -0.23 -0.1 -0.0 0.0 0.0
16.0 10757.77 5243.98 -160.63 4.02 -0.23 -0.1 -0.0 0.0 0.0
16.1 10757.39 5243.87 -160.64 4.03 -0.23 -0.1 -0.0 0.0 0.0
16.2 10757.0 5243.76 -160.65 4.03 -0.23 -0.09 -0.0 0.0 0.0
16.3 10756.61 5243.65 -160.66 4.03 -0.23 -0.09 -0.0 0.0 0.0
16.4 10756.22 5243.53 -160.67 4.03 -0.22 -0.08 -0.0 0.0 0.0
16.5 10755.84 5243.42 -160.68 4.03 -0.22 -0.08 -0.0 0.0 0.0
16.6 10755.45 5243.31 -160.68 4.03 -0.22 -0.08 -0.0 0.0 0.0
16.7 10755.06 5243.2 -160.69 4.03 -0.22 -0.07 -0.0 0.0 0.0
16.8 10754.67 5243.09 -160.7 4.03 -0.22 -0.07 -0.0 0.0 0.0
16.9 10754.29 5242.97 -160.7 4.03 -0.22 -0.06 -0.0 0.0 0.0
17.0 10753.9 5242.86 -160.71 4.03 -0.22 -0.06 -0.0 0.0 0.0
17.1 10753.51 5242.75 -160.72 4.03 -0.22 -0.06 -0.0 0.0 0.0
17.2 10753.12 5242.64 -160.72 4.03 -0.22 -0.05 -0.0 0.0 0.0
17.3 10752.73 5242.52 -160.73 4.04 -0.22 -0.05 -0.0 0.0 0.0
17.4 10752.35 5242.41 -160.73 4.04 -0.22 -0.04 -0.0 0.0 0.0
17.5 10751.96 5242.3 -160.74 4.04 -0.22 -0.04 -0.0 0.0 0.0
17.6 10751.57 5242.19 -160.74 4.04 -0.22 -0.03 -0.0 0.0 0.0
17.7 10751.18 5242.07 -160.74 4.04 -0.22 -0.03 -0.0 0.0 0.0
17.8 10750.79 5241.96 -160.74 4.04 -0.22 -0.02 -0.0 0.0 0.0
17.9 10750.4 5241.85 -160.75 4.04 -0.22 -0.02 -0.0 0.0 0.0
18.0 10750.01 5241.74 -160.75 4.05 -0.22 -0.01 -0.0 0.0 0.0
18.1 10749.62 5241.63 -160.75 4.05 -0.22 -0.01 -0.0 0.0 0.0
18.2 10749.23 5241.51 -160.75 4.05 -0.22 -0.01 -0.0 0.0 0.0
18.3 10748.84 5241.4 -160.75 4.05 -0.23 -0.0 -0.0 0.0 0.0
18.4 10748.45 5241.29 -160.75 4.05 -0.23 0.0 -0.0 0.0 0.0
18.5 10748.06 5241.18 -160.75 4.05 -0.23 0.01 -0.0 0.0 0.0
18.6 10747.67 5241.06 -160.75 4.06 -0.23 0.01 -0.0 0.0 0.0
18.7 10747.28 5240.95 -160.75 4.06 -0.23 0.02 -0.0 0.0 0.0
18.8 10746.89 5240.84 -160.75 4.06 -0.23 0.02 -0.0 0.0 0.0
18.9 10746.5 5240.73 -160.74 4.06 -0.23 0.02 -0.0 0.0 0.0
19.0 10746.11 5240.62 -160.74 4.06 -0.23 0.03 -0.0 0.0 0.0
19.1 10745.72 5240.5 -160.74 4.06 -0.23 0.03 -0.0 0.0 0.0
19.2 10745.33 5240.39 -160.73 4.07 -0.23 0.04 -0.0 0.0 0.0
19.3 10744.94 5240.28 -160.73 4.07 -0.24 0.04 -0.0 0.0 0.0
19.4 10744.54 5240.17 -160.73 4.07 -0.24 0.04 -0.0 0.0 0.0
19.5 10744.15 5240.06 -160.72 4.07 -0.24 0.05 -0.0 0.0 0.0
19.6 10743.76 5239.94 -160.72 4.07 -0.24 0.05 -0.0 0.0 0.0
19.7 10743.37 5239.83 -160.71 4.07 -0.24 0.05 -0.0 0.0 0.0
19.8 10742.97 5239.72 -160.71 4.08 -0.24 0.06 -0.0 0.0 0.0
19.9 10742.58 5239.61 -160.7 4.08 -0.24 0.06 -0.0 0.0 0.0
20.0 10742.19 5239.5 -160.69 4.08 -0.25 0.06 -0.0 0.0 0.0
20.1 10741.8 5239.38 -160.69 4.08 -0.25 0.06 -0.0 0.0 0.0
20.2 10741.4 5239.27 -160.68 4.08 -0.25 0.07 -0.0 0.0 0.0
20.3 10741.01 5239.16 -160.67 4.08 -0.25 0.07 -0.0 0.0 0.0
20.4 10740.61 5239.05 -160.67 4.08 -0.25 0.07 -0.0 0.0 0.0
20.5 10740.22 5238.94 -160.66 4.09 -0.25 0.07 -0.0 0.0 0.0
20.6 10739.83 5238.83 -160.65 4.09 -0.25 0.07 -0.0 0.0 0.0
20.7 10739.43 5238.72 -160.64 4.09 -0.26 0.08 -0.0 0.0 0.0
20.8 10739.04 5238.6 -160.64 4.09 -0.26 0.08 -0.0 0.0 0.0
20.9 10738.64 5238.49 -160.63 4.09 -0.26 0.08 -0.0 0.0 0.0
21.0 10738.25 5238.38 -160.62 4.09 -0.26 0.08 -0.0 0.0 0.0
21.1 10737.85 5238.27 -160.61 4.09 -0.26 0.08 -0.0 0.0 0.0
21.2 10737.46 5238.16 -160.61 4.09 -0.26 0.08 -0.0 0.0 0.0
21.3 10737.06 5238.05 -160.6 4.09 -0.27 0.08 -0.0 0.0 0.0
21.4 10736.67 5237.94 -160.59 4.1 -0.27 0.08 -0.0 0.0 0.0
21.5 10736.27 5237.83 -160.58 4.1 -0.27 0.08 -0.0 0.0 0.0
21.6 10735.88 5237.72 -160.57 4.1 -0.27 0.08 -0.0 0.0 0.0
21.7 10735.48 5237.61 -160.57 4.1 -0.27 0.08 -0.0 0.0 0.0
21.8 10735.09 5237.5 -160.56 4.1 -0.27 0.08 -0.0 0.0 0.0
21.9 10734.69 5237.39 -160.55 4.1 -0.28 0.08 -0.0 0.0 0.0
22.0 10734.3 5237.28 -160.54 4.1 -0.28 0.08 -0.0 0.0 0.0
22.1 10733.9 5237.16 -160.54 4.1 -0.28 0.07 -0.0 0.0 0.0
22.2 10733.51 5237.05 -160.53 4.1 -0.28 0.07 -0.0 0.0 0.0
22.3 10733.11 5236.94 -160.52 4.1 -0.28 0.07 -0.0 0.0 0.0
22.4 10732.71 5236.83 -160.51 4.1 -0.28 0.07 -0.0 0.0 0.0
22.5 10732.32 5236.72 -160.51 4.1 -0.28 0.07 -0.0 0.0 0.0
22.6 10731.92 5236.61 -160.5 4.1 -0.28 0.06 -0.0 0.0 0.0
22.7 10731.53 5236.5 -160.5 4.1 -0.29 0.06 -0.0 0.0 0.0
22.8 10731.13 5236.39 -160.49 4.1 -0.29 0.06 -0.0 0.0 0.0
22.9 10730.74 5236.29 -160.48 4.1 -0.29 0.05 -0.0 0.0 0.0
23.0 10730.34 5236.18 -160.48 4.09 -0.29 0.05 -0.0 0.0 0.0
23.1 10729.94 5236.07 -160.47 4.09 -0.29 0.05 -0.0 0.0 0.0
23.2 10729.55 5235.96 -160.47 4.09 -0.29 0.04 -0.0 0.0 0.0
23.3 10729.15 5235.85 -160.46 4.09 -0.29 0.04 -0.0 0.0 0.0
23.4 10728.76 5235.74 -160.46 4.09 -0.29 0.04 -0.0 0.0 0.0
23.5 10728.36 5235.63 -160.46 4.09 -0.29 0.03 -0.0 0.0 0.0
23.6 10727.97 5235.52 -160.45 4.09 -0.29 0.03 -0.0 0.0 0.0
23.7 10727.57 5235.41 -160.45 4.09 -0.29 0.02 -0.0 0.0 0.0
23.8 10727.18 5235.3 -160.45 4.09 -0.29 0.02 -0.0 0.0 0.0
23.9 10726.78 5235.19 -160.45 4.09 -0.3 0.02 -0.0 0.0 0.0
24.0 10726.39 5235.08 -160.45 4.08 -0.3 0.01 -0.0 0.0 0.0
24.1 10725.99 5234.97 -160.45 4.08 -0.3 0.01 -0.0 0.0 0.0
24.2 10725.6 5234.87 -160.45 4.08 -0.3 0.0 -0.0 0.0 0.0
24.3 10725.2 5234.76 -160.45 4.08 -0.3 -0.0 -0.0 0.0 0.0
24.4 10724.81 5234.65 -160.45 4.08 -0.3 -0.01 -0.0 0.0 0.0
24.5 10724.42 5234.54 -160.45 4.08 -0.3 -0.01 -0.0 0.0 0.0
24.6 10724.02 5234.43 -160.45 4.07 -0.3 -0.02 -0.0 0.0 0.0
24.7 10723.63 5234.32 -160.45 4.07 -0.3 -0.02 -0.0 0.0 0.0
24.8 10723.23 5234.22 -160.45 4.07 -0.3 -0.03 -0.0 0.0 0.0
24.9 10722.84 5234.11 -160.46 4.07 -0.3 -0.03 -0.0 0.0 0.0
25.0 10722.45 5234.0 -160.46 4.07 -0.3 -0.04 -0.0 0.0 0.0
25.1 10722.05 5233.89 -160.47 4.07 -0.3 -0.04 -0.0 0.0 0.0
25.2 10721.66 5233.78 -160.47 4.06 -0.3 -0.05 -0.0 0.0 0.0
25.3 10721.27 5233.67 -160.47 4.06 -0.3 -0.05 -0.0 0.0 0.0
25.4 10720.88 5233.57 -160.48 4.06 -0.3 -0.06 -0.0 0.0 0.0
25.5 10720.48 5233.46 -160.49 4.06 -0.29 -0.06 -0.0 0.0 0.0
25.6 10720.09 5233.35 -160.49 4.06 -0.29 -0.07 -0.0 0.0 0.0
25.7 10719.7 5233.24 -160.5 4.05 -0.29 -0.07 -0.0 0.0 0.0
25.8 10719.31 5233.14 -160.51 4.05 -0.29 -0.08 -0.0 0.0 0.0
25.9 10718.92 5233.03 -160.52 4.05 -0.29 -0.08 -0.0 0.0 0.0
26.0 10718.52 5232.92 -160.52 4.05 -0.29 -0.09 -0.0 0.0 0.0
26.1 10718.13 5232.81 -160.53 4.05 -0.29 -0.09 -0.0 0.0 0.0
26.2 10717.74 5232.71 -160.54 4.04 -0.29 -0.09 -0.0 0.0 0.0
26.3 10717.35 5232.6 -160.55 4.04 -0.29 -0.1 -0.0 0.0 0.0
26.4 10716.96 5232.49 -160.56 4.04 -0.29 -0.1 -0.0 0.0 0.0
26.5 10716.57 5232.38 -160.57 4.04 -0.29 -0.11 -0.0 0.0 0.0
26.6 10716.18 5232.28 -160.58 4.04 -0.29 -0.11 -0.0 0.0 0.0
26.7 10715.79 5232.17 -160.59 4.03 -0.29 -0.11 -0.0 0.0 0.0
26.8 10715.4 5232.06 -160.61 4.03 -0.28 -0.12 -0.0 0.0 0.0
26.9 10715.01 5231.96 -160.62 4.03 -0.28 -0.12 -0.0 0.0 0.0
27.0 10714.62 5231.85 -160.63 4.03 -0.28 -0.12 -0.0 0.0 0.0
27.1 10714.23 5231.74 -160.64 4.03 -0.28 -0.13 -0.0 0.0 0.0
27.2 10713.84 5231.64 -160.65 4.02 -0.28 -0.13 -0.0 0.0 0.0
27.3 10713.45 5231.53 -160.67 4.02 -0.28 -0.13 -0.0 0.0 0.0
27.4 10713.07 5231.42 -160.68 4.02 -0.28 -0.13 -0.0 0.0 0.0
27.5 10712.68 5231.32 -160.69 4.02 -0.28 -0.13 -0.0 0.0 0.0
27.6 10712.29 5231.21 -160.71 4.02 -0.28 -0.14 -0.0 0.0 0.0
27.7 10711.9 5231.1 -160.72 4.02 -0.28 -0.14 -0.0 0.0 0.0
27.8 10711.51 5231.0 -160.73 4.01 -0.27 -0.14 -0.0 0.0 0.0
27.9 10711.12 5230.89 -160.75 4.01 -0.27 -0.14 -0.0 0.0 0.0
28.0 10710.74 5230.78 -160.76 4.01 -0.27 -0.14 -0.0 0.0 0.0
28.1 10710.35 5230.68 -160.78 4.01 -0.27 -0.14 -0.0 0.0 0.0
28.2 10709.96 5230.57 -160.79 4.01 -0.27 -0.14 -0.0 0.0 0.0
28.3 10709.57 5230.46 -160.81 4.01 -0.27 -0.14 -0.0 0.0 0.0
28.4 10709.19 5230.36 -160.82 4.01 -0.27 -0.14 -0.0 0.0 0.0
28.5 10708.8 5230.25 -160.83 4.01 -0.27 -0.14 -0.0 0.0 0.0
28.6 10708.41 5230.14 -160.85 4.01 -0.27 -0.14 -0.0 0.0 0.0
28.7 10708.02 5230.04 -160.86 4.0 -0.26 -0.14 -0.0 0.0 0.0
28.8 10707.64 5229.93 -160.88 4.0 -0.26 -0.14 -0.0 0.0 0.0
28.9 10707.25 5229.82 -160.89 4.0 -0.26 -0.14 -0.0 0.0 0.0
29.0 10706.86 5229.72 -160.9 4.0 -0.26 -0.14 -0.0 0.0 0.0
29.1 10706.48 5229.61 -160.92 4.0 -0.26 -0.14 -0.0 0.0 0.0
29.2 10706.09 5229.51 -160.93 4.0 -0.26 -0.13 -0.0 0.0 19.2
29.3 10705.7 5229.4 -160.94 4.0 -0.26 -0.13 -0.0 0.0 19.2
29.4 10705.32 5229.29 -160.96 4.0 -0.26 -0.13 -0.0 0.0 19.2
29.5 10704.93 5229.19 -160.97 4.0 -0.26 -0.13 -0.0 0.0 19.2
29.6 10704.54 5229.08 -160.98 4.0 -0.26 -0.13 -0.0 0.0 19.2
29.7 10704.16 5228.97 -161.0 4.0 -0.26 -0.12 -0.0 0.0 19.2
29.8 10703.77 5228.87 -161.01 4.0 -0.25 -0.12 -0.0 0.0 19.2
29.9 10703.38 5228.76 -161.02 4.0 -0.25 -0.12 -0.0 0.0 19.2
30.0 10703.0 5228.66 -161.03 4.0 -0.25 -0.11 -0.0 0.0 19.2
30.1 10702.61 5228.55 -161.04 4.0 -0.25 -0.11 -0.0 0.0 19.2
30.2 10702.22 5228.44 -161.05 4.0 -0.25 -0.11 -0.0 0.0 19.2
30.3 10701.84 5228.34 -161.06 4.0 -0.25 -0.1 -0.0 0.0 19.2
30.4 10701.45 5228.23 -161.07 4.0 -0.25 -0.1 -0.0 0.0 19.2
