Navio: Aframax
Cenário: Severo
Manobra: Entrada
Corrente: N 1nó 
Vento: SE 25 nós 
Onda: 2.25m 12s SE 

time_stamp zz vx vy vzz rudder_demanded propeller_demanded distance_midline distance_target cog sog local_cog
85.2 -154.13 3.19 -0.67 0.31 -0.0 2 14.937 6054.736 -165.991 3.26 -0.386
85.3 -154.1 3.19 -0.67 0.3 -0.0 2 14.935 6054.406 -165.961 3.26 -0.416
85.4 -154.07 3.19 -0.68 0.29 -0.0 2 14.94 6054.088 -166.103 3.262 -0.274
85.5 -154.04 3.19 -0.68 0.27 -0.0 2 14.938 6053.759 -166.073 3.262 -0.304
85.6 -154.01 3.19 -0.68 0.26 -0.0 2 14.935 6053.429 -166.043 3.262 -0.334
85.7 -153.99 3.19 -0.68 0.25 -0.0 2 14.93 6053.109 -166.023 3.262 -0.354
85.8 -153.96 3.18 -0.69 0.24 -0.0 2 14.928 6052.779 -166.202 3.254 -0.175
85.9 -153.94 3.18 -0.69 0.22 -0.0 2 14.923 6052.459 -166.182 3.254 -0.195
86.0 -153.92 3.18 -0.69 0.21 -0.0 2 14.931 6052.131 -166.162 3.254 -0.215
86.1 -153.9 3.18 -0.69 0.2 -0.0 2 14.928 6051.802 -166.142 3.254 -0.235
86.2 -153.88 3.18 -0.69 0.18 -0.0 2 14.924 6051.481 -166.122 3.254 -0.255
86.3 -153.87 3.18 -0.69 0.17 -0.0 2 14.921 6051.152 -166.112 3.254 -0.265
86.4 -153.85 3.17 -0.69 0.16 -0.0 2 14.926 6050.834 -166.13 3.244 -0.248
86.5 -153.84 3.17 -0.69 0.14 -0.0 2 14.924 6050.504 -166.12 3.244 -0.258
86.6 -153.82 3.17 -0.69 0.13 -0.0 2 14.919 6050.184 -166.1 3.244 -0.278
86.7 -153.81 3.16 -0.69 0.12 -0.0 2 14.917 6049.854 -166.127 3.234 -0.25
86.8 -153.8 3.16 -0.69 0.11 -0.0 2 14.922 6049.536 -166.117 3.234 -0.26
86.9 -153.79 3.16 -0.69 0.09 -0.0 2 14.919 6049.207 -166.107 3.234 -0.27
87.0 -153.78 3.15 -0.69 0.08 -0.0 2 14.915 6048.886 -166.135 3.225 -0.242
87.1 -153.78 3.15 -0.69 0.07 -0.0 2 14.919 6048.569 -166.135 3.225 -0.242
87.2 -153.77 3.14 -0.69 0.06 -0.0 2 14.917 6048.239 -166.163 3.215 -0.214
87.3 -153.77 3.14 -0.69 0.05 -0.0 2 14.912 6047.919 -166.163 3.215 -0.214
87.4 -153.76 3.14 -0.69 0.04 -0.0 2 14.908 6047.599 -166.153 3.215 -0.224
87.5 -153.76 3.13 -0.69 0.03 -0.0 2 14.913 6047.281 -166.192 3.205 -0.186
87.6 -153.76 3.13 -0.68 0.02 -0.0 2 14.908 6046.961 -166.017 3.203 -0.36
87.7 -153.76 3.12 -0.68 0.01 -0.0 2 14.903 6046.641 -166.055 3.193 -0.322
87.8 -153.76 3.12 -0.68 0.0 -0.0 2 14.908 6046.323 -166.055 3.193 -0.322
87.9 -153.76 3.11 -0.68 -0.01 -0.0 2 14.903 6046.003 -166.094 3.183 -0.284
88.0 -153.76 3.11 -0.67 -0.01 -0.0 2 14.899 6045.683 -165.918 3.181 -0.46
88.1 -153.76 3.1 -0.67 -0.02 -0.0 2 14.904 6045.365 -165.956 3.172 -0.422
88.2 -153.77 3.09 -0.67 -0.03 -0.0 2 14.899 6045.045 -166.004 3.162 -0.373
88.3 -153.77 3.09 -0.67 -0.03 -0.0 2 14.892 6044.735 -166.004 3.162 -0.373
88.4 -153.78 3.08 -0.66 -0.04 -0.0 2 14.897 6044.417 -165.875 3.15 -0.503
88.5 -153.78 3.08 -0.66 -0.04 -0.0 2 14.892 6044.097 -165.875 3.15 -0.503
88.6 -153.78 3.07 -0.66 -0.05 -0.0 2 14.885 6043.786 -165.913 3.14 -0.464
88.7 -153.79 3.07 -0.65 -0.05 -0.0 2 14.89 6043.469 -165.744 3.138 -0.633
88.8 -153.8 3.06 -0.65 -0.05 -0.0 2 14.883 6043.158 -165.792 3.128 -0.585
88.9 -153.8 3.06 -0.65 -0.05 -0.0 2 14.876 6042.848 -165.792 3.128 -0.585
89.0 -153.81 3.05 -0.64 -0.05 -0.0 2 14.878 6042.54 -165.661 3.116 -0.717
89.1 -153.81 3.05 -0.64 -0.06 -0.0 2 14.874 6042.22 -165.661 3.116 -0.717
89.2 -153.82 3.04 -0.64 -0.05 -0.0 2 14.867 6041.909 -165.709 3.107 -0.669
89.3 -153.82 3.04 -0.63 -0.05 -0.0 2 14.859 6041.599 -165.528 3.105 -0.849
89.4 -153.83 3.03 -0.63 -0.05 -0.0 2 14.862 6041.291 -165.576 3.095 -0.802
89.5 -153.83 3.03 -0.62 -0.05 -0.0 2 14.855 6040.98 -165.394 3.093 -0.983
89.6 -153.84 3.02 -0.62 -0.05 -0.0 2 14.848 6040.67 -165.442 3.083 -0.936
89.7 -153.84 3.02 -0.62 -0.04 -0.0 2 14.841 6040.359 -165.442 3.083 -0.936
89.8 -153.85 3.01 -0.61 -0.04 -0.0 2 14.841 6040.061 -165.306 3.071 -1.071
89.9 -153.85 3.01 -0.61 -0.04 -0.0 2 14.834 6039.75 -165.306 3.071 -1.071
90.0 -153.85 3.0 -0.61 -0.03 -0.0 2 14.827 6039.44 -165.343 3.061 -1.034
90.1 -153.86 3.0 -0.6 -0.03 -0.0 2 14.817 6039.139 -165.17 3.059 -1.208
90.2 -153.86 2.99 -0.6 -0.02 -0.0 2 14.81 6038.829 -165.207 3.05 -1.171
