Navio: Suezmax T172
Cenário: Extremo
Manobra: Entrada PGL3A Atrac. BB
Corrente: N 0.8nó 
Vento: SE 25nós 
Onda: 2.25m 12s SE 

time_stamp x y zz vx vy vzz rudder_demanded_orientation_0 distance_port distance_starboard distance_target discrete_propeller
4.8 10841.71 5274.68 -160.04 4.1 -0.27 -0.0 -0.0 78.012 53.355 5223.727 65.76
4.9 10841.32 5274.56 -160.04 4.1 -0.27 -0.0 -0.0 77.988 53.38 5223.32 65.76
5.0 10840.92 5274.45 -160.04 4.1 -0.27 -0.0 -0.0 77.975 53.392 5222.905 65.76
5.1 10840.53 5274.33 -160.04 4.1 -0.27 -0.0 -0.0 77.95 53.417 5222.497 65.76
5.2 10840.13 5274.22 -160.04 4.1 -0.27 -0.0 -0.0 77.937 53.43 5222.082 65.76
5.3 10839.74 5274.11 -160.04 4.1 -0.27 -0.0 -0.0 77.922 53.445 5221.677 65.76
5.4 10839.34 5273.99 -160.05 4.1 -0.27 -0.0 -0.0 77.924 53.491 5221.26 65.76
5.5 10838.95 5273.88 -160.05 4.1 -0.27 -0.0 -0.0 77.908 53.506 5220.855 65.76
5.6 10838.56 5273.76 -160.05 4.1 -0.27 -0.0 -0.0 77.884 53.531 5220.447 65.76
5.7 10838.16 5273.65 -160.05 4.1 -0.27 -0.0 -0.0 77.871 53.543 5220.032 65.76
5.8 10837.77 5273.53 -160.05 4.1 -0.27 -0.0 -0.0 77.846 53.568 5219.624 65.76
5.9 10837.37 5273.42 -160.05 4.1 -0.27 -0.0 -0.0 77.833 53.581 5219.21 65.76
6.0 10836.98 5273.3 -160.05 4.1 -0.27 -0.0 -0.0 77.809 53.605 5218.802 65.76
6.1 10836.58 5273.19 -160.05 4.1 -0.27 -0.0 -0.0 77.796 53.618 5218.387 65.76
6.2 10836.19 5273.08 -160.05 4.1 -0.27 -0.0 -0.0 77.781 53.633 5217.982 65.76
6.3 10835.79 5272.96 -160.05 4.1 -0.27 -0.0 -0.0 77.758 53.656 5217.564 65.76
6.4 10835.4 5272.85 -160.05 4.1 -0.27 -0.0 -0.0 77.743 53.671 5217.159 65.76
6.5 10835.0 5272.73 -160.05 4.1 -0.27 -0.0 -0.0 77.721 53.693 5216.742 65.76
6.6 10834.61 5272.62 -160.05 4.1 -0.27 -0.0 -0.0 77.706 53.708 5216.337 65.76
6.7 10834.22 5272.51 -160.05 4.1 -0.27 -0.0 -0.0 77.691 53.723 5215.932 65.76
6.8 10833.82 5272.39 -160.05 4.1 -0.27 -0.0 -0.0 77.668 53.745 5215.514 65.76
6.9 10833.43 5272.28 -160.05 4.1 -0.27 -0.0 -0.0 77.653 53.76 5215.109 65.76
7.0 10833.03 5272.16 -160.05 4.1 -0.27 -0.0 -0.0 77.631 53.783 5214.692 65.76
7.1 10832.64 5272.05 -160.05 4.1 -0.28 -0.0 -0.0 77.616 53.798 5214.287 65.76
7.2 10832.24 5271.94 -160.05 4.1 -0.28 -0.0 -0.0 77.603 53.81 5213.872 65.76
7.3 10831.85 5271.82 -160.05 4.1 -0.28 -0.0 -0.0 77.578 53.835 5213.464 65.76
