Navio: Aframax
Cenário: Severo
Manobra: Entrada
Corrente: N 1nó 
Vento: SE 25 nós 
Onda: 2.25m 12s SE 

zz vx vy vzz rudder_demanded propeller_demanded distance_midline distance_target
-158.0 3.08 -0.0 -0.0 0.1 0 7.79 4402.844
-158.0 3.08 -0.0 -0.0 0.1 0 7.749 4402.546
-158.0 3.08 -0.0 -0.0 0.1 0 7.7 4402.234
-158.0 3.08 -0.0 -0.0 0.1 0 7.659 4401.936
-158.0 3.08 -0.0 -0.0 0.1 0 7.611 4401.624
-158.0 3.08 -0.01 -0.01 0.1 0 7.573 4401.316
-158.0 3.08 -0.01 -0.01 0.1 0 7.522 4401.015
-158.0 3.08 -0.01 -0.01 0.1 0 7.483 4400.706
-158.0 3.08 -0.01 -0.01 0.1 0 7.435 4400.395
-158.0 3.08 -0.01 -0.01 0.1 0 7.394 4400.096
-158.01 3.08 -0.01 -0.01 0.1 0 7.346 4399.785
-158.01 3.08 -0.01 -0.01 0.1 0 7.305 4399.486
-158.01 3.08 -0.01 -0.01 0.1 0 7.266 4399.178
-158.01 3.08 -0.01 -0.01 0.1 0 7.218 4398.866
-158.01 3.08 -0.01 -0.01 0.1 0 7.177 4398.568
-158.01 3.08 -0.02 -0.01 0.1 0 7.128 4398.256
-158.01 3.08 -0.02 -0.01 0.1 0 7.09 4397.948
-158.01 3.08 -0.02 -0.02 0.1 0 7.049 4397.649
-158.02 3.08 -0.02 -0.02 0.1 0 7.001 4397.338
-158.02 3.08 -0.02 -0.02 0.1 0 6.962 4397.029
-158.02 3.08 -0.02 -0.02 0.1 0 6.911 4396.728
-158.02 3.08 -0.02 -0.02 0.1 0 6.873 4396.419
-158.02 3.08 -0.02 -0.02 0.1 0 6.834 4396.111
-158.02 3.08 -0.02 -0.02 0.1 0 6.783 4395.81
-158.03 3.08 -0.02 -0.02 0.1 0 6.745 4395.501
-158.03 3.08 -0.02 -0.02 0.1 0 6.706 4395.192
-158.03 3.08 -0.02 -0.02 0.1 0 6.656 4394.891
-158.03 3.08 -0.03 -0.02 0.1 0 6.617 4394.583
-158.04 3.08 -0.03 -0.02 0.1 0 6.578 4394.274
-158.04 3.08 -0.03 -0.02 0.1 0 6.537 4393.975
-158.04 3.08 -0.03 -0.03 0.1 0 6.489 4393.664
-158.04 3.08 -0.03 -0.03 0.1 0 6.45 4393.356
-158.05 3.08 -0.03 -0.03 0.1 0 6.409 4393.057
-158.05 3.08 -0.03 -0.03 0.1 0 6.371 4392.748
-158.05 3.08 -0.03 -0.03 0.1 0 6.323 4392.437
-158.05 3.08 -0.03 -0.03 0.1 0 6.282 4392.138
-158.06 3.08 -0.03 -0.03 0.1 0 6.243 4391.83
-158.06 3.08 -0.03 -0.03 0.1 0 6.204 4391.521
-158.06 3.08 -0.04 -0.03 0.1 0 6.166 4391.213
-158.07 3.08 -0.04 -0.03 0.1 0 6.115 4390.911
-158.07 3.08 -0.04 -0.03 0.06 0 6.077 4390.603
-158.07 3.08 -0.04 -0.03 0.06 0 6.038 4390.294
-158.08 3.08 -0.04 -0.03 0.06 0 5.997 4389.995
-158.08 3.08 -0.04 -0.03 0.06 0 5.958 4389.687
