Navio: Suezmax T172
Cenário: Vento NE
Manobra: Entrada PGL3B Atrac. BB
Corrente: N 0.8nó 
Vento: NE 25nós 
Onda: 1.0m 8s NE 

time_stamp x y zz vx vy vzz rudder_demanded_orientation_0 propeller_demanded_rpm_0 distance_port distance_starboard distance_target
3.3 10920.88 5244.53 -170.06 3.08 0.22 -0.03 0.0 0 36.4214728117946 107.61707803903724 5292.844542778139
3.4 10920.58 5244.45 -170.06 3.08 0.22 -0.03 0.0 0 36.41435603269101 107.62414523052048 5292.534083694533
3.5 10920.28 5244.38 -170.07 3.08 0.22 -0.03 0.0 0 36.39297368003326 107.59751039985957 5292.226079876628
3.6 10919.98 5244.3 -170.07 3.08 0.22 -0.03 0.0 0 36.38585690092681 107.60457759133996 5291.915620791618
3.7 10919.68 5244.23 -170.07 3.08 0.22 -0.04 0.0 0 36.38845899299481 107.60192628791027 5291.6076169758035
3.8 10919.38 5244.15 -170.08 3.08 0.21 -0.04 0.0 0 36.35735877157638 107.5850109552436 5291.297157889389
3.9 10919.08 5244.08 -170.08 3.08 0.21 -0.04 0.0 0 36.35996086364438 107.58235965181392 5290.989154075666
4.0 10918.78 5244.01 -170.09 3.08 0.21 -0.04 0.0 0 36.33858051654304 107.55572682804471 5290.681150268304
4.1 10918.48 5243.93 -170.09 3.08 0.21 -0.04 0.0 0 36.33146373743945 107.56279401952796 5290.370691176218
4.2 10918.18 5243.86 -170.09 3.08 0.21 -0.04 0.0 0 36.33406582950459 107.56014271609827 5290.062687370948
4.3 10917.88 5243.78 -170.1 3.08 0.21 -0.04 0.0 0 36.30296761510887 107.54322939179005 5289.752228277457
4.4 10917.58 5243.71 -170.1 3.08 0.21 -0.04 0.0 0 36.30556970717401 107.54057808835749 5289.444224474282
4.5 10917.28 5243.64 -170.11 3.08 0.21 -0.04 0.0 0 36.2841913685531 107.51394727440774 5289.136220677469
4.6 10916.98 5243.56 -170.11 3.08 0.21 -0.04 0.0 0 36.27707458944951 107.52101446589099 5288.825761578305
4.7 10916.68 5243.49 -170.11 3.08 0.21 -0.04 0.0 0 36.27967668151466 107.51836316245844 5288.517757783587
4.8 10916.38 5243.42 -170.12 3.08 0.21 -0.05 0.0 0 36.258299348228704 107.49173335451202 5288.209753995234
4.9 10916.08 5243.34 -170.12 3.08 0.21 -0.05 0.0 0 36.25118256912511 107.49880054599527 5287.899294890395
5.0 10915.78 5243.27 -170.13 3.08 0.21 -0.05 0.0 0 36.22980624190583 107.47217174478698 5287.59129110414
5.1 10915.48 5243.2 -170.13 3.08 0.21 -0.05 0.0 0 36.232408333970966 107.46952044135443 5287.2832873242505
5.2 10915.18 5243.12 -170.14 3.08 0.21 -0.05 0.0 0 36.201314142378486 107.45261114252344 5286.972828213735
5.3 10914.88 5243.05 -170.14 3.08 0.21 -0.05 0.0 0 36.20391623444649 107.44995983909375 5286.664824435944
5.4 10914.58 5242.98 -170.15 3.08 0.21 -0.05 0.0 0 36.18254192154715 107.42333305354325 5286.356820664524
5.5 10914.29 5242.9 -170.15 3.08 0.21 -0.05 0.0 0 36.17307066943402 107.43275627062079 5286.056055428125
5.6 10913.99 5242.83 -170.16 3.08 0.2 -0.05 0.0 0 36.15169736479652 107.40613049399852 5285.748051656107
5.7 10913.69 5242.76 -170.16 3.08 0.2 -0.05 0.0 0 36.15429945686452 107.40347919056596 5285.440047890464
5.8 10913.39 5242.69 -170.17 3.08 0.2 -0.05 0.0 0 36.132927161212024 107.37685442359813 5285.13204413119
5.9 10913.09 5242.61 -170.17 3.08 0.2 -0.05 0.0 0 36.12581038210843 107.38392161508138 5284.821585006852
6.0 10912.79 5242.54 -170.18 3.08 0.2 -0.05 0.0 0 36.10443909617551 107.35729785849992 5284.513581249683
6.1 10912.49 5242.47 -170.18 3.08 0.2 -0.06 0.0 0 36.107041188243514 107.35464655506738 5284.205577498886
6.2 10912.19 5242.4 -170.19 3.08 0.2 -0.06 0.0 0 36.08567091275618 107.32802380960423 5283.897573754467
6.3 10911.89 5242.32 -170.2 3.08 0.2 -0.06 0.0 0 36.054582777280274 107.31112057090142 5283.587114620173
6.4 10911.59 5242.25 -170.2 3.08 0.2 -0.06 0.0 0 36.057184869348276 107.30846926746888 5283.279110877858
6.5 10911.29 5242.18 -170.21 3.08 0.2 -0.06 0.0 0 36.03581661695015 107.2818485464296 5282.971107141922
6.6 10910.99 5242.11 -170.21 3.08 0.2 -0.06 0.0 0 36.038418709018146 107.27919724299991 5282.663103412363
6.7 10910.69 5242.04 -170.22 3.08 0.2 -0.06 0.0 0 36.017051469257915 107.25257753526617 5282.355099689185
6.8 10910.39 5241.96 -170.22 3.08 0.2 -0.06 0.0 0 36.009934690154324 107.25964472674656 5282.044640540662
6.9 10910.09 5241.89 -170.23 3.08 0.2 -0.06 0.0 0 35.988568463766576 107.23302603305318 5281.736636819593
7.0 10909.79 5241.82 -170.24 3.08 0.2 -0.06 0.0 0 35.96720325147446 107.20640835412348 5281.428633104905
7.1 10909.49 5241.75 -170.24 3.08 0.2 -0.06 0.0 0 35.96980534354246 107.20375705069094 5281.120629396599
7.2 10909.19 5241.68 -170.25 3.08 0.2 -0.06 0.0 0 35.94844114608056 107.1771403872626 5280.81262569468
7.3 10908.89 5241.61 -170.26 3.08 0.2 -0.06 0.0 0 35.92707796417774 107.15052474005897 5280.504621999145
7.4 10908.59 5241.53 -170.26 3.08 0.2 -0.07 0.0 0 35.91996118507415 107.15759193153936 5280.194162832115
7.5 10908.29 5241.46 -170.27 3.08 0.2 -0.07 0.0 0 35.89859901946214 107.13097730129525 5279.886159138694
7.6 10907.99 5241.39 -170.28 3.08 0.19 -0.07 0.0 0 35.8772378708698 107.10436368873685 5279.578155451659
7.7 10907.69 5241.32 -170.28 3.08 0.19 -0.07 0.0 0 35.8798399629378 107.10171238530431 5279.270151771014
7.8 10907.39 5241.25 -170.29 3.08 0.19 -0.07 0.0 0 35.858479832091135 107.07509979116358 5278.962148096757
7.9 10907.09 5241.18 -170.3 3.08 0.19 -0.07 0.0 0 35.837120719727594 107.0484882161696 5278.654144428894
8.0 10906.79 5241.11 -170.3 3.08 0.19 -0.07 0.0 0 35.83972281179274 107.04583691273706 5278.346140767422
8.1 10906.49 5241.04 -170.31 3.08 0.19 -0.07 0.0 0 35.818364718641185 107.01922635762175 5278.038137112343
8.2 10906.19 5240.97 -170.32 3.08 0.19 -0.07 0.0 0 35.79700764542191 106.99261682311133 5277.73013346366
8.3 10905.89 5240.9 -170.32 3.08 0.19 -0.07 0.0 0 35.79960973748991 106.98996551968163 5277.422129821371
8.4 10905.59 5240.83 -170.33 3.08 0.19 -0.07 0.0 0 35.77825368494321 106.96335700650805 5277.11412618548
8.5 10905.29 5240.75 -170.34 3.08 0.19 -0.07 0.0 0 35.7471797826235 106.94646801031902 5276.803666978557
8.6 10904.99 5240.68 -170.35 3.08 0.19 -0.07 0.0 0 35.72582577359998 106.91986154200633 5276.495663344786
8.7 10904.69 5240.61 -170.35 3.08 0.19 -0.07 0.0 0 35.72842786566798 106.91721023857664 5276.187659717416
8.8 10904.39 5240.54 -170.36 3.08 0.19 -0.08 0.0 0 35.70707487950649 106.89060479379086 5275.879656096444
8.9 10904.09 5240.47 -170.37 3.08 0.19 -0.08 0.0 0 35.68572291693018 106.86400037326395 5275.5716524818745
9.0 10903.79 5240.4 -170.38 3.08 0.19 -0.08 0.0 0 35.66437197867364 106.83739697771924 5275.263648873708
9.1 10903.49 5240.33 -170.38 3.08 0.18 -0.08 0.0 0 35.666974070741645 106.83474567428955 5274.955645271943
9.2 10903.19 5240.27 -170.39 3.08 0.18 -0.08 0.0 0 35.65534302870247 106.79842480954892 5274.650097328765
9.3 10902.89 5240.2 -170.4 3.07 0.18 -0.08 0.0 0 35.6339941412692 106.77182346616445 5274.3420937504925
9.4 10902.59 5240.13 -170.41 3.07 0.18 -0.08 0.0 0 35.61264628034229 106.74522314995515 5274.03409017863
9.5 10902.29 5240.06 -170.42 3.07 0.18 -0.08 0.0 0 35.59129944665347 106.71862386165009 5273.726086613178
9.6 10901.99 5239.99 -170.42 3.07 0.18 -0.08 0.0 0 35.59390153871861 106.7159725582204 5273.418083054134
9.7 10901.69 5239.92 -170.43 3.07 0.18 -0.08 0.0 0 35.57255573299389 106.68937429854866 5273.110079501503
9.8 10901.39 5239.85 -170.44 3.07 0.18 -0.08 0.0 0 35.55121095596499 106.66277706823931 5272.802075955282
9.9 10901.09 5239.78 -170.45 3.07 0.18 -0.08 0.0 0 35.52986720835791 106.63618086802143 5272.494072415477
10.0 10900.78 5239.71 -170.46 3.07 0.18 -0.08 0.0 0 35.510878963916795 106.60722967303268 5272.176375105858
10.1 10900.48 5239.64 -170.46 3.07 0.18 -0.08 0.0 0 35.513481055981934 106.60457836960012 5271.8683715815905
10.2 10900.18 5239.58 -170.47 3.07 0.18 -0.08 0.0 0 35.501858240585285 106.56826573684235 5271.562823845158
10.3 10899.88 5239.51 -170.48 3.07 0.18 -0.09 0.0 0 35.48051758562832 106.54167263127621 5271.254820344424
10.4 10899.58 5239.44 -170.49 3.07 0.18 -0.09 0.0 0 35.45917796301437 106.51508055872071 5270.946816850113
10.5 10899.28 5239.37 -170.5 3.07 0.17 -0.09 0.0 0 35.437839373472286 106.48848951990493 5270.638813362223
10.6 10898.98 5239.3 -170.51 3.07 0.17 -0.09 0.0 0 35.41650181773095 106.46189951555793 5270.330809880755
10.7 10898.68 5239.24 -170.52 3.07 0.17 -0.09 0.0 0 35.40488416768795 106.42559205149303 5270.0252622584585
10.8 10898.38 5239.17 -170.52 3.07 0.17 -0.09 0.0 0 35.407486259755956 106.42294074806047 5269.717258800545
10.9 10898.08 5239.1 -170.53 3.07 0.17 -0.09 0.0 0 35.3861507738027 106.39635281483544 5269.40925534906
11.0 10897.78 5239.03 -170.54 3.07 0.17 -0.09 0.0 0 35.36481632383678 106.3697659182693 5269.101251904004
11.1 10897.48 5238.97 -170.55 3.07 0.17 -0.09 0.0 0 35.35320178176151 106.3334615641696 5268.795704378785
11.2 10897.18 5238.9 -170.56 3.07 0.17 -0.09 0.0 0 35.33186940595973 106.30687674309988 5268.4877009573
11.3 10896.88 5238.83 -170.57 3.07 0.17 -0.09 0.0 0 35.310538068334736 106.28029296087341 5268.179697542248
11.4 10896.58 5238.76 -170.58 3.07 0.17 -0.09 0.0 0 35.28920776961255 106.25371021821641 5267.8716941336315
11.5 10896.28 5238.7 -170.59 3.07 0.17 -0.09 0.0 0 35.27759738169649 106.21741002094788 5267.566146705549
11.6 10895.98 5238.63 -170.6 3.07 0.17 -0.09 0.0 0 35.256269162972224 106.19082935962278 5267.2581433205205
11.7 10895.68 5238.56 -170.61 3.07 0.17 -0.09 0.0 0 35.234941985340214 106.16424974005724 5266.950139941932
11.8 10895.38 5238.5 -170.62 3.07 0.16 -0.09 0.0 0 35.22333472069807 106.12795266806455 5266.644592593878
11.9 10895.08 5238.43 -170.63 3.07 0.16 -0.09 0.0 0 35.20200962743432 106.10137513420251 5266.336589238893
12.0 10894.78 5238.37 -170.64 3.08 0.16 -0.1 0.0 0 35.190404448621024 106.06508014937148 5266.031041953735
12.1 10894.48 5238.3 -170.64 3.08 0.16 -0.1 0.0 0 35.19300654068617 106.06242884593892 5265.723038622363
12.2 10894.18 5238.23 -170.65 3.08 0.16 -0.1 0.0 0 35.171683534709004 106.03585340069955 5265.41503529744
12.3 10893.87 5238.17 -170.66 3.08 0.16 -0.1 0.0 0 35.162434917646706 105.99720448034932 5265.0997944113415
12.4 10893.57 5238.1 -170.67 3.08 0.16 -0.1 0.0 0 35.141114001871586 105.97063112664321 5264.791791112762
12.5 10893.27 5238.04 -170.68 3.08 0.16 -0.1 0.0 0 35.129513003456665 105.93434032488155 5264.486243977882
12.6 10892.97 5237.97 -170.69 3.08 0.16 -0.1 0.0 0 35.1081941807962 105.90776906562499 5264.178240702942
12.7 10892.67 5237.91 -170.7 3.08 0.16 -0.1 0.0 0 35.09659527695652 105.87148035976819 5263.872693631024
12.8 10892.37 5237.84 -170.71 3.08 0.16 -0.1 0.0 0 35.07527855032331 105.84491119787465 5263.564690379738
12.9 10892.07 5237.78 -170.72 3.08 0.16 -0.1 0.0 0 35.06368174397148 105.80862459084187 5263.2591433708
13.0 10891.77 5237.71 -170.73 3.08 0.16 -0.1 0.0 0 35.04236711628385 105.78205752922764 5262.951140143175
13.1 10891.47 5237.65 -170.74 3.08 0.16 -0.1 0.0 0 35.03077241033247 105.74577302392663 5262.64559319724
13.2 10891.16 5237.58 -170.75 3.08 0.16 -0.1 0.0 0 35.01181435751257 105.71685203991089 5262.327896355978
13.3 10890.86 5237.52 -170.76 3.08 0.15 -0.1 0.0 0 35.000221754879966 105.68056963926078 5262.022349480316
13.4 10890.56 5237.45 -170.77 3.08 0.15 -0.1 0.0 0 34.97891133382417 105.65400678694556 5261.714346302765
13.5 10890.26 5237.39 -170.78 3.08 0.15 -0.1 0.0 0 34.9673208374201 105.61772649385983 5261.408799490146
13.6 10889.96 5237.32 -170.8 3.08 0.15 -0.1 0.0 0 34.92210317354802 105.56725736629899 5261.100796336288
13.7 10889.66 5237.26 -170.81 3.08 0.15 -0.1 0.0 0 34.91051584195179 105.53098024002075 5260.795249586733
13.8 10889.36 5237.19 -170.82 3.08 0.15 -0.11 0.0 0 34.889210695573844 105.50442266571419 5260.487246456581
13.9 10889.06 5237.13 -170.83 3.08 0.15 -0.11 0.0 0 34.87762547748908 105.46814765428252 5260.181699770107
14.0 10888.75 5237.07 -170.84 3.08 0.15 -0.11 0.0 0 34.868395790261474 105.4295176757706 5259.866459537764
14.1 10888.45 5237.0 -170.85 3.08 0.15 -0.11 0.0 0 34.84709381743206 105.40296327701186 5259.5584564512965
14.2 10888.15 5236.94 -170.86 3.08 0.15 -0.11 0.0 0 34.83551177507671 105.36669144330955 5259.252909881054
14.3 10887.85 5236.87 -170.87 3.08 0.15 -0.11 0.0 0 34.814211921583976 105.34013916522143 5258.944906818319
14.4 10887.55 5236.81 -170.88 3.08 0.15 -0.11 0.0 0 34.802632000025895 105.303869453645 5258.639360311214
14.5 10887.25 5236.75 -170.89 3.08 0.15 -0.11 0.0 0 34.791053139956894 105.26760080423087 5258.333813850005
