Navio: Suezmax L280B50T17
Cenário: SE - pos2035 - 2
Manobra: Entrada
Corrente: 0.8 kn N 
Vento: 20 kn S/SE 
Onda: 1.7m 10s SE 

time_stamp zz vx vy vzz rudder_demanded propeller_demanded distance_midline distance_target cog sog
477.5 201.98 3.17 -0.52 0.03 0.25 1 0.362 4876.496 192.664 3.212
478.0 201.99 3.18 -0.52 0.03 0.25 1 0.39 4874.887 192.703 3.222
478.5 202.0 3.19 -0.52 0.03 0.26 1 0.419 4873.279 192.742 3.232
479.0 202.02 3.2 -0.51 0.03 0.27 1 0.43 4871.656 192.965 3.24
479.5 202.03 3.21 -0.51 0.03 0.29 1 0.45 4870.036 193.002 3.25
480.0 202.05 3.22 -0.5 0.03 0.31 1 0.462 4868.413 193.224 3.259
480.5 202.06 3.22 -0.5 0.03 0.34 1 0.475 4866.781 193.234 3.259
481.0 202.08 3.23 -0.49 0.03 0.35 1 0.476 4865.156 193.454 3.267
481.5 202.09 3.23 -0.49 0.03 0.37 1 0.48 4863.521 193.464 3.267
482.0 202.11 3.23 -0.49 0.03 0.37 1 0.484 4861.886 193.484 3.267
482.5 202.12 3.23 -0.49 0.03 0.38 1 0.487 4860.252 193.494 3.267
483.0 202.14 3.23 -0.5 0.03 0.37 1 0.491 4858.617 193.341 3.268
483.5 202.15 3.22 -0.5 0.03 0.37 1 0.504 4856.984 193.324 3.259
484.0 202.16 3.21 -0.5 0.03 0.35 1 0.506 4855.359 193.307 3.249
484.5 202.18 3.21 -0.51 0.03 0.34 1 0.517 4853.737 193.152 3.25
485.0 202.19 3.2 -0.51 0.03 0.32 1 0.528 4852.114 193.135 3.24
485.5 202.2 3.2 -0.51 0.03 0.31 1 0.549 4850.493 193.145 3.24
486.0 202.22 3.19 -0.52 0.03 0.3 1 0.56 4848.871 192.962 3.232
486.5 202.23 3.19 -0.52 0.03 0.29 1 0.578 4847.26 192.972 3.232
487.0 202.24 3.19 -0.52 0.03 0.28 1 0.589 4845.637 192.982 3.232
487.5 202.25 3.19 -0.52 0.03 0.28 1 0.608 4844.027 192.992 3.232
488.0 202.27 3.19 -0.51 0.03 0.28 1 0.616 4842.414 193.187 3.231
488.5 202.28 3.19 -0.51 0.03 0.29 1 0.635 4840.803 193.197 3.231
489.0 202.29 3.19 -0.51 0.03 0.3 1 0.644 4839.19 193.207 3.231
489.5 202.31 3.19 -0.5 0.03 0.31 1 0.655 4837.567 193.402 3.229
490.0 202.32 3.19 -0.5 0.03 0.32 1 0.654 4835.952 193.412 3.229
490.5 202.33 3.19 -0.5 0.03 0.33 1 0.662 4834.339 193.422 3.229
491.0 202.35 3.19 -0.5 0.03 0.34 1 0.661 4832.724 193.442 3.229
491.5 202.36 3.19 -0.49 0.03 0.34 1 0.66 4831.108 193.627 3.227
492.0 202.37 3.18 -0.49 0.03 0.35 1 0.669 4829.495 193.61 3.218
492.5 202.39 3.18 -0.49 0.03 0.35 1 0.666 4827.89 193.63 3.218
493.0 202.4 3.17 -0.49 0.03 0.36 1 0.662 4826.284 193.613 3.208
493.5 202.41 3.17 -0.49 0.02 0.36 1 0.659 4824.679 193.623 3.208
494.0 202.42 3.16 -0.49 0.02 0.36 1 0.653 4823.083 193.606 3.198
494.5 202.44 3.16 -0.49 0.02 0.36 1 0.657 4821.489 193.626 3.198
495.0 202.45 3.15 -0.49 0.02 0.35 1 0.654 4819.884 193.608 3.188
495.5 202.46 3.15 -0.49 0.02 0.35 1 0.646 4818.297 193.618 3.188
496.0 202.47 3.15 -0.49 0.02 0.34 1 0.65 4816.704 193.628 3.188
496.5 202.48 3.15 -0.49 0.02 0.34 1 0.644 4815.108 193.638 3.188
497.0 202.49 3.16 -0.49 0.02 0.33 1 0.651 4813.505 193.676 3.198
497.5 202.51 3.16 -0.49 0.02 0.33 1 0.645 4811.909 193.696 3.198
498.0 202.52 3.17 -0.5 0.02 0.33 1 0.642 4810.303 193.557 3.209
498.5 202.53 3.17 -0.5 0.02 0.33 1 0.648 4808.7 193.567 3.209
499.0 202.54 3.18 -0.5 0.02 0.33 1 0.645 4807.094 193.604 3.219
499.5 202.55 3.19 -0.49 0.02 0.33 1 0.632 4805.486 193.817 3.227
500.0 202.56 3.19 -0.49 0.02 0.34 1 0.631 4803.871 193.827 3.227
500.5 202.57 3.2 -0.49 0.02 0.34 1 0.63 4802.256 193.864 3.237
501.0 202.59 3.2 -0.49 0.02 0.35 1 0.619 4800.638 193.884 3.237
501.5 202.6 3.2 -0.49 0.02 0.35 1 0.608 4799.02 193.894 3.237
502.0 202.61 3.2 -0.49 0.02 0.36 1 0.6 4797.393 193.904 3.237
502.5 202.62 3.2 -0.49 0.02 0.36 1 0.589 4795.775 193.914 3.237
503.0 202.63 3.2 -0.49 0.02 0.37 1 0.578 4794.158 193.924 3.237
503.5 202.64 3.19 -0.49 0.02 0.37 1 0.565 4792.55 193.907 3.227
504.0 202.65 3.19 -0.48 0.02 0.37 1 0.555 4790.932 194.093 3.226
504.5 202.66 3.18 -0.48 0.02 0.38 1 0.542 4789.324 194.076 3.216
505.0 202.68 3.18 -0.48 0.02 0.38 1 0.528 4787.716 194.096 3.216
505.5 202.69 3.17 -0.48 0.02 0.38 1 0.515 4786.108 194.08 3.206
506.0 202.7 3.16 -0.48 0.02 0.38 1 0.5 4784.51 194.063 3.196
506.5 202.71 3.15 -0.48 0.02 0.38 1 0.485 4782.912 194.046 3.186
507.0 202.72 3.15 -0.48 0.02 0.38 1 0.479 4781.316 194.056 3.186
507.5 202.73 3.14 -0.47 0.02 0.38 1 0.461 4779.727 194.217 3.175
508.0 202.74 3.14 -0.47 0.02 0.38 1 0.443 4778.139 194.227 3.175
508.5 202.75 3.13 -0.47 0.02 0.38 1 0.423 4776.56 194.21 3.165
509.0 202.76 3.13 -0.47 0.02 0.38 1 0.406 4774.971 194.22 3.165
509.5 202.77 3.13 -0.47 0.02 0.39 1 0.385 4773.393 194.23 3.165
510.0 202.78 3.13 -0.46 0.02 0.39 1 0.365 4771.814 194.419 3.164
510.5 202.79 3.13 -0.46 0.02 0.39 1 0.345 4770.235 194.429 3.164
511.0 202.8 3.13 -0.46 0.02 0.4 1 0.327 4768.647 194.439 3.164
511.5 202.81 3.14 -0.46 0.02 0.4 1 0.298 4767.066 194.476 3.174
512.0 202.82 3.14 -0.46 0.02 0.4 1 0.27 4765.475 194.486 3.174
512.5 202.83 3.14 -0.46 0.02 0.4 1 0.24 4763.894 194.496 3.174
513.0 202.83 3.15 -0.46 0.02 0.41 1 0.213 4762.303 194.522 3.183
513.5 202.84 3.15 -0.45 0.02 0.41 1 0.185 4760.712 194.71 3.182
514.0 202.85 3.16 -0.45 0.02 0.41 1 0.158 4759.121 194.745 3.192
514.5 202.86 3.16 -0.45 0.02 0.41 1 0.133 4757.52 194.755 3.192
515.0 202.87 3.16 -0.45 0.02 0.41 1 0.096 4755.927 194.765 3.192
515.5 202.88 3.17 -0.46 0.02 0.41 1 0.07 4754.327 194.623 3.203
